gene_id,SRR10229809,SRR10229810,SRR10229811,SRR10229812,SRR10229813,SRR10229814,SRR10229815,SRR10229816
gene_8815,41,26,100,27,777,56,19,629
gene_8816,1596,758,1062,497,11711,1179,527,7578
gene_8817,5,6,4,6,45,0,2,24
gene_8818,415,142,185,101,1641,265,126,742
gene_8819,1957,913,1798,936,15109,1731,729,9066
gene_8820,221,76,153,53,962,145,40,812
gene_8821,48,18,57,36,339,52,8,248
gene_8822,31,4,22,20,201,52,10,143
gene_8823,30,0,10,3,102,13,3,73
gene_8824,66,35,38,11,551,50,24,315
gene_8825,720,235,468,203,4403,500,205,2798
gene_8826,12,3,13,6,102,2,9,48
gene_8827,300,126,265,131,1611,257,123,1138
gene_8828,309,162,302,145,1801,234,92,1180
gene_8829,431,164,307,69,1426,293,143,1000
gene_8830,456,174,327,183,1977,235,110,1410
gene_8832,191,81,102,49,1157,168,54,584
gene_8833,722,318,611,286,8431,689,331,5666
gene_8834,826,341,529,281,4547,577,307,3026
gene_8835,205,105,81,47,445,213,112,267
gene_8836,272,111,179,90,1777,181,98,1188
gene_8837,472,208,425,213,3124,342,165,1893
gene_8838,5,0,8,7,30,2,1,21
gene_8839,2010,803,1575,676,8661,1476,524,6677
gene_8840,207,91,112,43,1131,141,67,740
gene_8841,178,91,126,46,1304,158,52,788
gene_8842,69,35,49,22,303,36,13,246
gene_8846,301,98,219,70,1094,173,103,660
gene_8847,567,157,267,104,1843,333,117,1193
gene_8848,1238,552,435,179,4568,1125,431,2650
gene_8851,64,34,32,15,319,49,25,256
gene_8852,24,16,0,12,159,17,9,63
gene_8853,221,106,188,79,1077,262,98,685
gene_8854,293,135,202,101,1187,237,83,850
gene_8855,129,30,54,22,361,82,39,225
gene_8856,1428,601,1176,514,10494,1119,556,6530
gene_8857,800,318,510,207,3382,710,270,2036
gene_8859,61,39,56,14,537,72,17,312
gene_8860,266,114,158,43,1483,140,72,950
gene_8861,112,43,79,30,644,119,62,299
gene_8862,44,14,13,11,242,47,10,66
gene_8863,12,0,0,0,6,0,0,15
gene_8864,891,305,885,342,5413,588,280,3769
gene_8865,808,297,657,252,4302,614,232,2963
gene_8866,56,20,88,54,172,44,16,91
gene_8867,3212,1234,2228,811,29241,2444,980,14007
gene_8868,11,9,20,9,181,41,17,108
gene_8871,2279,937,1425,545,12309,2102,772,7857
gene_8872,409,191,281,115,1331,341,183,537
gene_8873,623,236,460,172,2146,436,191,1214
gene_8874,104,52,56,25,498,66,34,269
gene_8876,552,242,189,75,2036,403,202,1145
gene_8877,1007,351,662,274,5608,710,258,2979
gene_8878,390,126,265,92,2568,249,82,964
gene_8879,216,55,131,42,1520,169,43,843
gene_8880,168,53,152,59,2556,166,39,1594
gene_8881,434,117,315,122,1629,316,132,938
gene_8882,97,43,82,41,832,83,34,553
gene_8883,1079,521,1554,658,6141,801,334,3672
gene_8884,27844,13084,20669,9797,319485,25799,12499,197951
gene_8887,61,16,18,11,74,27,6,51
gene_8891,689,232,454,153,4408,371,206,2006
gene_8892,122,40,66,20,527,98,43,284
gene_8894,655,341,558,213,3296,649,265,1711
gene_8895,6,3,3,5,12,3,0,15
gene_8896,33,9,9,0,84,36,6,46
gene_8897,7989,3368,5114,2150,30705,6013,2635,19242
gene_8898,19238,7818,6109,2442,59570,13679,5614,31459
gene_8899,13,10,17,0,127,10,3,95
gene_8900,236,75,96,37,652,153,52,405
gene_8901,31,8,25,10,372,42,13,209
gene_8902,84,34,99,29,554,94,47,378
gene_8903,3676,1311,2980,1100,23146,2807,984,12601
gene_8904,308,125,207,112,1673,223,88,1091
gene_8906,6,8,0,0,96,24,7,40
gene_8907,110,33,56,14,160,74,39,187
gene_8908,18,13,10,2,45,6,10,40
gene_8909,384,158,336,155,1595,350,136,972
gene_8910,137,32,32,7,958,79,26,498
gene_8911,232,70,83,28,918,147,37,579
gene_8912,294,83,119,47,729,191,82,334
gene_8914,179,72,102,36,564,124,68,333
gene_8915,1837,920,1923,790,19212,1586,681,13288
gene_8918,428,204,220,126,2267,339,153,1372
gene_8920,704,273,489,239,6240,612,300,4173
gene_8921,271,96,165,59,1370,256,91,714
gene_8922,635,270,676,274,4647,657,247,3090
gene_8923,327,128,311,107,1924,276,119,1264
gene_8925,1869,796,1453,604,14992,1518,627,8394
gene_8926,327,146,264,132,2690,306,108,1436
gene_8927,497,179,316,176,2680,398,166,1641
gene_8929,3764,1622,2516,1113,16760,2441,961,10686
gene_8930,177,65,77,42,1932,137,53,1015
gene_8931,1721,693,965,453,15628,1227,603,9558
gene_8932,10061,4263,8074,3134,176126,9184,3871,110099
gene_8933,178,74,167,61,2053,133,44,1289
gene_8934,777,323,607,212,2469,592,266,1520
gene_8935,6,2,4,1,60,13,4,21
gene_8936,161,98,152,63,1211,212,60,782
gene_8937,67,19,61,19,332,56,27,159
gene_8938,620,217,406,176,1629,338,131,1114
gene_8939,718,295,377,168,2854,449,168,1846
gene_8941,71,27,52,24,439,40,13,251
gene_8942,73,24,64,35,580,81,15,360
gene_8943,739,305,465,159,4168,623,254,2587
gene_8944,277,112,132,63,970,253,115,460
gene_8945,24,8,12,13,252,23,7,173
gene_8946,20,3,16,0,304,14,12,190
gene_8949,955,371,699,232,6199,716,259,4081
gene_8950,519,217,763,338,2527,387,129,2071
gene_8951,94,46,79,25,598,56,28,387
gene_8952,335,148,257,113,2945,286,98,1845
gene_8953,825,346,747,352,4444,668,343,2949
gene_8954,1021,426,216,66,2531,932,404,1371
gene_8955,928,293,560,147,4330,628,203,2164
gene_8956,21,7,9,13,34,13,4,40
gene_8957,315,153,130,68,1161,311,117,463
gene_8958,19,13,12,0,52,0,0,32
gene_8961,8,0,0,0,20,0,3,28
gene_8963,41,9,17,5,100,29,10,45
gene_8964,153,87,146,61,892,165,67,578
gene_8965,364,148,186,95,2626,343,137,1545
gene_8966,117,56,78,28,850,69,24,560
gene_8967,157,105,97,97,1505,162,77,966
gene_8968,187,84,75,41,1328,93,46,486
gene_8969,247,85,213,78,1855,206,81,1024
gene_8970,891,372,756,352,6071,692,300,2854
gene_8971,2422,965,1913,758,13054,1747,692,9220
gene_8973,318,109,190,97,2452,281,110,1209
gene_8974,8,6,12,5,137,23,11,107
gene_8975,66,13,8,7,166,49,13,88
gene_8976,34,3,11,9,174,20,0,48
gene_8977,25,18,174,45,2279,34,8,506
gene_8982,38,10,20,17,319,32,3,142
gene_8983,317,174,168,97,4685,334,104,3046
gene_8984,4,0,0,0,0,0,0,0
gene_8985,270,119,220,69,2827,227,125,1654
gene_8988,3,0,0,0,6,0,0,4
gene_8992,22,13,16,6,121,24,8,110
gene_8993,3,0,4,0,29,0,0,0
gene_8994,166,92,131,32,1089,146,52,494
gene_9000,75,27,64,21,297,61,30,138
gene_9001,71,40,90,40,615,90,50,241
gene_9003,236,71,121,54,1019,162,100,432
gene_9004,1575,670,2975,1546,11180,1323,648,7297
gene_9005,108,52,64,21,439,74,33,333
gene_9006,110,39,41,21,662,137,70,325
gene_9007,947,366,491,224,4064,689,290,2429
gene_9008,245,79,208,87,1329,149,61,854
gene_9009,1504,686,1751,861,9500,1384,569,5823
gene_9010,273,80,219,107,1506,160,92,1091
gene_9011,2674,1272,1654,771,18081,2449,1014,8968
gene_9012,1873,808,1208,456,13190,1343,550,7781
gene_9615,24,7,9,4,50,23,17,78
gene_9623,4,0,10,0,27,5,0,25
gene_9616,0,0,0,0,1,0,0,0
gene_9617,28,10,13,0,156,0,0,47
gene_9624,15,11,0,0,27,6,5,0
gene_9625,12,3,8,2,275,18,2,92
gene_9626,3,0,0,0,5,0,0,10
gene_9627,8,0,0,0,40,0,0,30
gene_9634,15,0,13,3,39,21,7,12
gene_9612,18480,7966,8304,3421,82709,17098,7053,68808
gene_9613,156,72,168,87,1734,194,56,1476
gene_9614,56,33,40,9,240,66,30,165
gene_9743,7,6,14,0,50,11,8,40
gene_9744,106,43,186,58,679,80,24,435
gene_9749,14,4,28,6,114,3,0,108
gene_9750,38,26,10,6,163,33,19,102
gene_9751,0,0,0,0,23,3,0,20
gene_9757,0,0,0,0,4,0,0,0
gene_9752,291,146,178,72,1034,236,89,620
gene_9763,6,3,5,0,16,0,0,14
gene_9765,4,0,8,4,29,9,2,23
gene_9766,4,6,8,0,26,8,10,11
gene_9767,116,41,81,38,806,121,38,449
gene_9768,15,0,2,4,11,11,0,0
gene_9769,13,10,17,4,53,26,9,82
gene_9770,24,19,22,20,134,29,25,75
gene_9772,5,4,9,9,32,12,2,43
gene_9771,401,124,483,196,3540,380,141,1589
gene_9637,0,0,0,0,3,0,0,0
gene_9641,0,6,5,0,9,6,0,10
gene_9643,0,0,0,0,0,0,0,0
gene_9644,0,0,0,0,0,0,0,0
gene_9645,0,0,0,0,0,0,0,0
gene_9647,0,0,0,0,0,0,0,0
gene_9648,0,0,0,0,0,0,0,0
gene_9649,0,0,0,0,0,0,0,0
gene_9650,0,0,0,0,6,0,3,0
gene_9651,0,0,0,0,0,0,0,4
gene_9653,0,0,7,0,14,0,0,0
gene_9655,0,0,0,0,0,0,0,0
gene_9656,0,0,4,0,14,16,6,16
gene_9658,0,0,0,0,0,0,0,0
gene_9661,0,0,10,0,85,5,3,76
gene_9662,0,0,0,0,12,0,0,0
gene_9663,0,0,0,0,4,0,1,9
gene_9665,0,0,0,0,0,0,0,0
gene_9667,0,0,0,0,11,0,0,0
gene_9671,0,0,0,0,38,6,0,31
gene_9672,0,0,0,0,0,0,0,4
gene_9673,0,0,0,0,16,0,0,6
gene_9674,0,0,0,0,0,0,0,0
gene_9675,0,0,0,0,0,0,0,0
gene_9677,0,3,5,3,13,0,0,12
gene_9678,0,0,0,0,0,0,0,4
gene_9680,0,0,0,0,0,0,0,0
gene_9681,0,0,0,0,0,0,0,0
gene_9682,0,0,0,0,4,0,0,4
gene_9687,0,0,0,0,0,0,0,3
gene_9689,0,0,0,0,0,0,0,0
gene_9692,0,0,0,0,0,0,0,0
gene_9695,0,0,0,0,21,4,0,9
gene_9701,0,0,3,0,15,0,0,18
gene_9702,0,0,0,0,0,0,0,0
gene_9703,0,0,18,5,71,6,7,26
gene_9706,0,0,0,0,37,0,0,4
gene_9708,0,0,0,0,0,0,0,0
gene_9709,0,0,0,0,0,0,0,0
gene_9710,0,0,0,0,0,0,0,0
gene_9711,0,0,0,0,0,0,0,0
gene_9712,0,0,0,0,0,0,0,0
gene_9714,0,0,0,0,0,0,0,0
gene_9715,0,0,0,0,0,0,8,4
gene_9719,0,0,0,0,5,3,0,6
gene_9720,0,0,0,0,0,0,0,0
gene_9721,0,0,0,0,0,0,0,0
gene_9722,0,0,0,0,10,4,2,12
gene_9724,0,0,0,0,16,0,0,0
gene_9725,0,0,0,0,0,0,0,0
gene_9726,0,0,0,0,0,0,0,0
gene_9729,0,0,9,0,16,0,0,23
gene_9733,0,0,0,0,0,0,0,0
gene_9734,0,0,0,0,4,0,0,0
gene_9735,0,0,0,0,0,0,0,4
gene_9736,0,0,0,0,0,0,0,0
gene_9737,0,3,4,0,10,4,0,6
gene_9738,0,0,0,0,0,0,0,0
gene_9739,0,0,0,0,0,0,0,4
gene_9740,0,0,0,0,7,0,0,0
gene_9741,0,0,0,0,0,0,0,0
gene_9635,244,91,307,117,2335,187,96,1744
gene_9636,243,81,149,75,1679,200,45,892
gene_9638,417,161,240,65,2206,327,99,1675
gene_9639,392,192,182,62,1523,335,114,968
gene_9640,19,13,14,0,364,11,0,258
gene_9642,149,58,88,39,639,89,55,424
gene_9646,26,14,28,8,235,12,8,101
gene_9652,4,0,0,0,6,0,0,0
gene_9654,10,0,0,0,0,0,0,3
gene_9657,8,0,12,0,76,12,0,51
gene_9659,25,11,15,12,109,19,7,58
gene_9660,45,20,38,16,234,30,4,157
gene_9664,3,0,0,0,4,0,0,0
gene_9666,19,4,13,0,40,11,3,35
gene_9668,2,0,0,0,35,5,0,15
gene_9669,6,0,0,0,12,0,0,3
gene_9670,5,6,0,0,41,5,0,13
gene_9676,43,7,4,0,49,24,2,77
gene_9679,14,19,25,16,110,15,9,107
gene_9683,509,218,426,135,3413,401,185,1360
gene_9684,24,13,7,12,98,44,9,61
gene_9685,36,14,76,29,685,41,13,444
gene_9686,88,21,58,19,603,72,20,330
gene_9690,237,80,87,37,638,213,78,425
gene_9691,2033,920,1617,642,9091,1647,702,4947
gene_9693,390,120,274,74,1276,305,98,826
gene_9694,422,178,305,122,1518,246,168,865
gene_9696,112,40,115,65,962,101,38,703
gene_9697,300,121,280,138,5591,240,93,3803
gene_9698,190,118,219,134,1349,216,92,747
gene_9699,328,122,169,37,970,221,91,599
gene_9700,2,1,1,2,1,6,8,2
gene_9704,5,0,6,0,34,4,2,25
gene_9707,37,4,6,4,70,5,4,52
gene_9713,38,5,20,6,244,23,16,95
gene_9716,40,10,19,12,340,48,16,97
gene_9717,37,10,4,4,33,49,17,19
gene_9718,115,51,39,18,323,122,31,155
gene_9723,49,15,48,3,146,41,18,113
gene_9727,225,71,214,126,3689,257,126,2239
gene_9728,231,100,196,56,1642,201,89,1039
gene_9730,236,87,114,45,688,167,98,475
gene_9731,111,55,47,34,498,65,29,254
gene_9732,68,25,39,13,286,49,21,241
gene_9742,325,117,195,50,1449,216,87,871
gene_9774,1613,645,1009,296,6637,1228,460,3312
gene_9775,31,20,6,5,92,7,0,41
gene_9776,249,101,121,32,1564,217,125,935
gene_9780,0,5,0,6,49,0,0,27
gene_10247,824,382,567,276,2799,770,349,1423
gene_10250,0,0,0,0,6,0,0,0
gene_10249,23,5,23,6,124,8,6,74
gene_10248,676,257,384,128,2044,609,257,1290
gene_10254,551,230,306,131,2547,425,143,1231
gene_10255,49,39,24,25,108,52,22,97
gene_10256,53,13,13,8,170,53,11,138
gene_10257,18,0,0,2,22,9,2,15
gene_10258,26,5,4,0,80,0,0,30
gene_10259,2,0,5,0,8,0,0,3
gene_10260,42,10,13,0,210,30,5,162
gene_10262,12,9,10,0,71,6,4,40
gene_10265,0,0,0,0,4,0,0,5
gene_10264,240,68,176,72,1316,218,99,760
gene_10268,11,0,6,0,38,3,0,19
gene_10274,12,1,0,0,4,0,0,0
gene_10276,0,0,8,0,18,5,0,11
gene_10277,8,0,0,0,25,2,7,28
gene_10278,0,0,0,0,0,0,2,0
gene_10279,31,20,11,6,312,19,9,198
gene_10270,536,252,421,169,2844,605,219,1283
gene_10271,261,89,216,122,1373,225,73,811
gene_10273,3,0,0,0,19,0,6,8
gene_10281,57,15,58,14,425,45,15,238
gene_10286,146,14,64,19,857,113,35,288
gene_10288,89,50,77,36,604,53,25,399
gene_10289,17,0,7,0,38,26,4,24
gene_10290,137,63,174,79,875,111,51,492
gene_10292,82,75,46,23,360,88,28,192
gene_10294,14,5,14,0,50,0,9,35
gene_10295,1162,458,302,102,1386,980,280,1049
gene_10302,9,3,6,0,55,5,0,29
gene_10303,35,14,20,8,151,27,10,72
gene_10305,25,9,27,5,385,8,0,187
gene_10306,14,9,28,15,608,9,2,371
gene_10307,5,0,8,4,112,17,4,73
gene_10329,39,12,64,33,316,14,15,168
gene_10330,9,0,0,0,22,0,0,40
gene_10336,4,0,0,0,3,0,0,0
gene_10338,26,25,16,3,156,16,13,75
gene_10340,8,0,0,0,14,0,0,10
gene_10349,6,0,0,0,0,0,0,5
gene_10354,7,0,6,0,15,0,3,10
gene_10298,518,207,391,182,3227,458,193,2550
gene_10299,468,175,208,143,2101,406,149,1235
gene_10300,588,210,283,112,3260,414,166,1877
gene_10301,190,61,89,38,513,152,74,376
gene_10358,0,0,0,0,6,0,0,4
gene_10357,18,4,11,0,58,9,0,71
gene_10359,40,4,31,7,226,14,4,151
gene_10364,0,0,0,0,0,0,0,3
gene_10363,11,8,15,13,132,23,19,99
gene_10366,18,3,7,0,39,3,0,24
gene_10369,4,5,0,0,44,10,0,17
gene_10378,6,6,0,0,32,0,3,0
gene_10379,4,0,9,2,20,2,0,15
gene_10382,3,0,0,0,0,0,0,0
gene_10387,52,31,68,15,320,53,15,453
gene_10385,29,7,29,6,221,56,16,131
gene_10386,83,22,116,32,1003,63,34,700
gene_10389,7,0,6,5,13,0,0,7
gene_10393,45,18,13,5,155,14,6,102
gene_10394,10,4,9,0,34,0,5,11
gene_10396,5,0,0,0,6,0,0,6
gene_10397,0,0,7,4,74,6,0,34
gene_10405,0,0,0,0,0,0,0,0
gene_10406,42,9,28,18,234,27,15,120
gene_10413,7,0,0,0,27,9,0,6
gene_10420,122,37,94,41,636,111,41,293
gene_10418,14,16,15,7,129,11,6,114
gene_10419,2030,715,1848,697,17358,1548,564,11014
gene_10421,837,261,553,253,6706,589,200,3964
gene_10423,20,10,8,5,97,23,8,50
gene_10422,983,390,601,221,5298,815,338,3362
gene_10424,1607,593,936,423,6368,1209,427,5582
gene_9783,0,0,0,0,0,0,0,0
gene_9784,0,0,0,0,0,0,0,0
gene_9785,0,0,0,0,0,0,0,0
gene_9788,0,0,0,0,0,0,0,0
gene_9789,0,0,0,0,7,0,0,7
gene_9790,0,0,0,0,8,0,0,5
gene_9794,0,0,0,0,0,0,0,0
gene_9799,0,0,0,0,10,0,0,8
gene_9801,0,0,0,0,0,0,0,0
gene_9802,0,0,0,0,0,0,0,0
gene_9803,0,0,0,0,0,0,0,0
gene_9805,0,0,4,0,8,0,0,0
gene_9807,0,0,0,0,31,0,0,19
gene_9808,0,4,0,0,4,0,0,7
gene_9816,0,0,5,0,14,5,0,16
gene_9817,0,0,0,0,0,0,0,7
gene_9818,0,0,0,0,4,0,4,0
gene_9823,0,3,3,4,29,2,0,17
gene_9830,0,3,0,0,0,4,0,0
gene_9865,0,0,0,0,0,3,0,6
gene_9873,0,0,0,0,5,0,0,0
gene_9880,0,0,23,3,118,5,0,118
gene_9908,0,0,0,4,8,0,0,3
gene_9947,0,0,0,0,4,0,0,0
gene_9958,0,0,0,0,14,0,0,13
gene_9984,0,0,0,0,4,0,0,12
gene_10000,0,0,0,0,0,0,0,6
gene_10001,0,4,0,0,0,0,0,0
gene_10004,0,0,0,0,0,0,0,0
gene_10005,0,0,0,0,0,0,0,0
gene_10006,0,0,0,0,23,3,0,13
gene_10007,0,0,0,0,0,0,0,0
gene_10008,0,0,0,0,0,0,0,0
gene_10015,0,0,0,1,3,0,0,3
gene_10021,0,0,0,0,0,0,0,3
gene_10022,0,0,0,0,0,0,0,0
gene_10023,0,0,0,0,4,3,0,0
gene_10047,0,0,0,0,3,0,0,0
gene_10049,0,0,0,0,7,0,3,0
gene_10050,0,0,0,0,0,0,0,4
gene_10052,0,0,0,0,0,0,0,0
gene_10053,0,0,0,0,0,0,0,0
gene_10054,0,0,0,0,0,0,0,0
gene_10055,0,0,0,0,0,0,0,0
gene_10062,0,0,0,0,8,0,0,0
gene_10063,0,0,0,0,0,0,0,0
gene_10064,0,0,0,0,0,0,0,0
gene_10065,0,0,0,0,0,0,0,0
gene_10067,0,0,0,0,0,0,0,0
gene_10072,0,0,0,0,3,0,0,4
gene_10073,0,0,3,0,9,0,0,0
gene_10074,0,0,2,6,26,0,0,31
gene_10076,0,0,0,0,0,0,0,7
gene_10077,0,0,0,0,42,0,0,39
gene_10078,0,0,0,0,0,0,0,0
gene_10082,0,0,0,0,0,0,0,0
gene_10083,0,0,0,0,0,0,0,0
gene_10087,0,0,6,0,48,0,0,23
gene_10088,0,0,0,0,0,0,0,0
gene_10094,0,0,3,0,5,0,0,4
gene_10102,0,0,0,0,0,0,0,0
gene_10103,0,0,0,0,0,0,0,0
gene_10105,0,0,0,0,4,0,0,5
gene_10116,0,0,0,0,0,0,0,0
gene_10126,0,0,0,0,0,0,0,0
gene_10132,0,3,0,0,16,0,0,7
gene_10135,0,0,0,0,0,0,0,0
gene_10136,0,0,0,0,0,0,0,0
gene_10140,0,0,0,0,0,0,0,0
gene_10141,0,0,0,0,0,0,0,0
gene_10142,0,0,0,0,0,0,0,0
gene_10143,0,0,0,0,0,0,0,0
gene_10144,0,0,0,0,10,0,0,8
gene_10145,0,0,0,0,0,0,0,0
gene_10147,0,5,4,0,33,0,9,16
gene_10148,0,0,0,0,0,0,0,0
gene_10149,0,0,0,0,0,0,0,0
gene_10150,0,0,0,4,14,2,0,4
gene_10151,0,0,0,0,0,0,0,0
gene_10152,0,0,0,0,0,0,0,0
gene_10153,0,0,0,0,0,0,0,0
gene_10154,0,0,0,0,8,0,0,0
gene_10155,0,0,0,0,3,0,0,7
gene_10156,0,0,0,0,0,0,0,0
gene_10158,0,0,0,0,4,0,0,0
gene_10159,0,0,0,0,0,0,0,0
gene_10162,0,0,0,0,0,0,0,0
gene_10166,0,0,0,0,0,0,0,0
gene_10168,0,0,0,0,0,0,0,0
gene_10169,0,0,0,0,0,0,0,0
gene_10170,0,0,0,0,4,0,0,0
gene_10171,0,0,0,0,0,0,0,0
gene_10172,0,0,0,0,0,0,0,4
gene_10175,0,0,0,0,0,0,0,0
gene_10176,0,0,0,0,0,0,0,0
gene_10179,0,0,0,0,4,0,0,0
gene_10189,0,0,0,0,13,0,7,9
gene_10193,0,0,300,112,2404,0,90,1735
gene_10196,0,0,0,0,0,0,0,3
gene_10197,0,0,0,0,0,0,0,0
gene_10204,0,0,0,0,0,0,0,0
gene_10207,0,0,3,0,51,5,0,25
gene_10212,0,0,0,0,0,0,0,0
gene_10219,0,0,0,0,0,0,0,6
gene_10222,0,4,9,0,86,8,0,49
gene_10224,0,19,13,9,89,5,0,82
gene_10225,0,0,0,0,0,0,0,0
gene_10230,0,0,5,0,67,0,5,64
gene_10233,0,0,0,0,0,0,0,0
gene_10234,0,0,0,0,0,0,0,0
gene_10236,0,0,0,0,0,0,0,4
gene_9781,2318,806,1976,813,15722,1876,693,8372
gene_9782,140,46,92,18,534,113,62,239
gene_9786,8,0,7,7,68,2,0,24
gene_9787,4,0,0,0,11,0,0,0
gene_9791,26,5,21,2,120,14,15,49
gene_9792,376,152,253,110,1114,337,127,665
gene_9793,6,10,0,0,60,4,0,19
gene_9796,27,5,9,0,62,11,0,46
gene_9797,79,50,61,28,475,95,40,298
gene_9798,578,234,603,236,2758,531,231,1759
gene_9804,35,10,32,7,106,24,10,89
gene_9806,30,2,37,11,193,24,11,184
gene_9809,356,104,94,78,310,297,92,304
gene_9810,55,17,23,10,318,31,7,149
gene_9811,14,11,0,0,50,11,2,31
gene_9812,307,137,430,169,2769,309,156,1726
gene_9813,534,220,395,169,3106,520,158,1312
gene_9814,279,94,189,54,631,141,67,462
gene_9815,617,255,412,139,3045,573,250,1065
gene_9819,1609,707,1307,500,9513,1280,500,5601
gene_9820,150,48,47,17,515,97,39,274
gene_9821,1286,514,886,346,5442,1063,528,2974
gene_9822,460,177,351,152,3202,412,164,2175
gene_9824,208,81,79,38,561,143,56,386
gene_9825,1917,784,1283,520,10163,1489,556,5785
gene_9826,4,0,0,0,16,3,0,0
gene_9827,13,0,0,0,0,3,2,10
gene_9828,991,368,544,199,2601,774,295,1012
gene_9829,53,6,33,7,102,6,11,40
gene_9831,209,78,149,31,825,136,53,450
gene_9832,3,5,0,2,13,0,0,24
gene_9833,3191,1166,3452,1421,32467,2509,850,20729
gene_9834,606,196,629,250,2976,441,257,1770
gene_9835,86,18,37,10,569,54,17,331
gene_9836,82,30,84,23,554,94,36,321
gene_9837,685,282,413,182,2928,484,212,1851
gene_9838,97,58,116,31,2255,102,43,1297
gene_9839,66,28,56,13,531,62,12,189
gene_9840,327,139,293,121,2017,256,92,973
gene_9841,270,74,181,35,1835,249,106,1231
gene_9842,559,168,338,129,3672,499,205,2379
gene_9843,229,113,256,69,1740,202,59,964
gene_9844,15,5,8,7,62,17,3,66
gene_9845,1289,597,1255,507,10406,1016,427,7711
gene_9846,10,0,0,0,39,5,0,40
gene_9847,74,54,39,22,403,102,43,245
gene_9848,239,75,227,113,1357,222,79,953
gene_9849,655,316,366,166,2596,617,247,1443
gene_9850,103,30,54,27,371,72,34,226
gene_9851,20,6,36,11,103,40,11,95
gene_9852,134,45,81,30,819,143,48,571
gene_9853,411,192,225,112,2254,364,186,1301
gene_9854,2476,1051,1610,585,14464,1935,801,7700
gene_9855,163,64,103,28,417,144,44,244
gene_9856,537,201,273,137,3225,300,135,1782
gene_9857,346,188,323,127,2770,326,169,2087
gene_9858,3,0,0,0,18,0,0,22
gene_9859,209,74,171,89,1618,166,62,1016
gene_9860,1003,457,637,292,6583,968,344,4067
gene_9861,7760,3011,2941,1226,30817,5357,1947,19514
gene_9862,9300,3676,3296,1398,33400,6522,2377,19546
gene_9863,36,35,56,28,275,45,22,270
gene_9864,425,194,150,44,1654,332,133,1058
gene_9866,260,115,146,40,1042,189,103,665
gene_9867,362,156,323,132,2070,277,144,1379
gene_9868,2440,1032,1293,524,17500,1745,684,10541
gene_9869,218,61,183,61,1643,152,48,977
gene_9870,345,153,221,84,1506,214,51,1074
gene_9871,689,229,558,165,3333,516,197,2212
gene_9872,11,3,12,3,55,0,0,40
gene_9874,668,323,402,131,1779,364,169,1309
gene_9875,159,72,38,24,493,86,37,311
gene_9876,1997,796,1092,395,7818,1418,589,2916
gene_9877,601,277,541,258,4311,472,185,3451
gene_9878,62,21,34,16,255,39,6,201
gene_9879,23,0,9,0,52,8,3,61
gene_9881,4682,1757,3188,1275,37954,3254,1201,22387
gene_9882,206,84,123,52,825,141,36,564
gene_9883,4424,1828,2912,1144,31224,3599,1445,24769
gene_9884,485,222,191,67,1375,344,224,717
gene_9885,584,242,466,158,5788,576,222,4534
gene_9886,2816,1300,1121,553,11992,2173,1161,7561
gene_9887,230,93,121,61,1399,220,56,969
gene_9888,2476,1077,1745,765,22239,2086,899,15506
gene_9889,309,147,138,39,2049,274,87,943
gene_9890,354,159,202,68,1460,254,105,1059
gene_9891,215,98,81,33,578,163,78,284
gene_9892,1496,583,1157,383,9081,1201,415,6073
gene_9893,4068,1619,3366,1361,28790,3665,1320,14973
gene_9894,6243,2350,4377,1739,27514,4983,1769,14714
gene_9895,221,82,100,67,602,144,45,503
gene_9896,140,52,58,24,858,102,46,545
gene_9897,3640,1336,2964,1157,26225,3002,1146,17605
gene_9898,392,203,253,100,806,353,181,659
gene_9899,519,240,420,144,2348,418,188,1049
gene_9900,12583,4761,10315,4055,165950,9964,3926,105599
gene_9901,27165,10041,20344,7998,212345,21548,7930,123835
gene_9902,4,6,2,0,49,3,2,18
gene_9903,347,149,209,90,1722,253,89,886
gene_9904,269,130,228,74,1765,201,70,1038
gene_9905,1230,423,949,398,6679,813,322,3860
gene_9906,4752,2289,3309,1454,31834,3902,1755,21131
gene_9907,11356,4836,8331,3716,48785,8808,3528,32227
gene_9909,642,283,612,289,4497,536,219,2664
gene_9910,70,30,33,22,349,34,14,170
gene_9911,46,16,11,17,142,41,8,87
gene_9912,633,289,434,199,3358,594,294,2197
gene_9913,333,140,186,54,3067,285,95,1178
gene_9914,244,105,175,74,1499,189,58,933
gene_9915,454,185,292,130,2359,343,145,1791
gene_9916,40,4,15,9,204,15,17,116
gene_9917,4086,1725,2596,1156,22791,3278,1495,14569
gene_9918,1315,530,747,314,5793,961,376,3663
gene_9919,801,307,399,199,2993,502,216,1737
gene_9920,92,17,30,7,318,35,22,230
gene_9921,126,54,131,43,801,188,60,513
gene_9922,404,163,157,109,1950,328,150,1044
gene_9923,294,101,142,68,1097,217,71,687
gene_9924,611,223,383,214,3916,439,160,1607
gene_9925,99,50,211,51,895,139,48,670
gene_9926,532,270,406,190,3805,457,146,2253
gene_9927,1427,581,335,129,2110,941,405,1289
gene_9928,391,120,177,84,1387,271,88,939
gene_9929,392,113,153,52,1103,338,126,640
gene_9930,704,250,468,255,4372,534,183,2509
gene_9931,85,34,112,45,799,85,34,549
gene_9932,667,267,541,250,3526,526,209,2541
gene_9933,245,101,113,57,1893,202,91,1152
gene_9934,698,300,231,106,5646,522,218,2715
