gene_id,SRR10229809,SRR10229810,SRR10229811,SRR10229812,SRR10229813,SRR10229814,SRR10229815,SRR10229816
gene_2477,15,14,2,0,76,17,2,38
gene_2471,50,18,46,3,313,27,14,144
gene_2479,4,3,5,0,35,4,5,32
gene_2478,4,0,0,0,9,0,0,0
gene_2483,0,0,0,0,6,3,0,5
gene_2485,15,0,0,0,70,3,0,24
gene_2489,4,3,4,0,3,0,2,4
gene_2494,18,3,7,8,115,22,5,74
gene_2508,3,0,6,0,24,11,0,12
gene_2512,25,32,37,11,542,18,12,304
gene_2518,7,0,0,0,3,0,0,4
gene_2525,71,54,23,17,397,71,26,288
