"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene_8096",441.633532782032,0.300780079990278,0.130593977880885,2.30316960146984,0.0212693024569989,0.0558893001612866
"gene_3805",576.287169430258,0.520834844535812,0.226181355729007,2.30273111086944,0.0212939766254851,0.0559253977783349
"gene_5647",267.071273383873,0.676537464729486,0.293790456422736,2.30278911359875,0.0212907113417945,0.0559253977783349
"gene_9469",4604.27715506227,0.309950273216615,0.13466902315603,2.30157066527097,0.0213593960274009,0.0560828095435761
"gene_10483",1.81470949102037,-4.06350282741583,1.7660213376989,-2.30093642736531,0.021395224715165,0.0561624648773082
"gene_3127",919.117315575114,-0.283126168364675,0.123058501660692,-2.30074447960805,0.0214060783333231,0.0561765365960727
"gene_9259",374.504027253214,-0.833287812820596,0.362218728961805,-2.30051001285598,0.021419342678077,0.0561969260053087
"gene_8814",3314.87779873578,0.561141178487678,0.243938320830736,2.30034041628516,0.0214289416218858,0.0562076906814636
"gene_10911",105.773583257758,0.991990010539877,0.431580504825127,2.29850514434572,0.0215330554324478,0.0564662968993957
"gene_10206",120.419318259604,-0.852208734832495,0.37094071950299,-2.29742568023899,0.0215944982125358,0.0566129026453738
"gene_10016",36.8276629162944,-1.2974008793602,0.564805050794756,-2.2970773323195,0.0216143586200231,0.056650447362116
"gene_10775",1642.66525547803,-0.293498335343468,0.127861120778116,-2.29544629014156,0.021707561109325,0.0568801505162866
"gene_9860",234.940939826901,-0.486241652678983,0.211839483034316,-2.29533062351845,0.0217141838989888,0.0568829300038315
"gene_3875",1201.84411306048,0.202328512241099,0.0881914644925928,2.29419608127828,0.0217792383085765,0.0570387375625639
"gene_11988",225.801244468048,-0.751395848181301,0.327544597476795,-2.29402607757722,0.0217890008820176,0.0570496958577557
"gene_3254",133.193435079703,-0.475093671198151,0.207134121444683,-2.29365238273902,0.0218104739390705,0.0570913020155808
"gene_1779",8509.15730429274,-0.27964255021808,0.122024678634707,-2.29168847930522,0.0219236256845617,0.0573728044718557
"gene_9403",308.341638745758,-0.44482424341336,0.194136786845192,-2.29129291074582,0.0219464783553321,0.0574179161268818
"gene_10051",50211.7178884957,-0.303924088330239,0.132650779648513,-2.29115945745327,0.0219541928538689,0.0574234092881118
"gene_3468",36.3094433034487,-0.767976711328419,0.3352395975299,-2.29082935603967,0.0219732850734818,0.0574586516099458
"gene_2148",31.4216227380292,1.23276880135897,0.538212345031578,2.2904877837513,0.021993055943865,0.057495650086377
"gene_8556",220.611195932387,1.24085871379365,0.541952777887117,2.28960670453858,0.0220441259892126,0.0576144330415736
"gene_1541",1825.8343317332,-0.400320067495312,0.174929524316253,-2.28846484925883,0.0221104648685492,0.0577730516634268
"gene_6902",1048.27837455294,-0.292953856767257,0.128030932409085,-2.2881490531617,0.0221288424414393,0.0578063018259513
"gene_6208",48.6515482110946,-0.782829665243947,0.342249345232708,-2.28730799970318,0.022177851889162,0.0579195330108426
"gene_259",3.73587698444189,3.25665586337919,1.42423179246035,2.2866052286007,0.0222188757838685,0.0580091062289383
"gene_10705",368.978641347541,-0.578181161623349,0.252864440124469,-2.28652617718311,0.0222234944954513,0.0580091062289383
"gene_7784",31.130514213214,-1.55944450906879,0.682062157317801,-2.28636714753577,0.0222327885985904,0.0580185580499578
"gene_4926",2886.59882836459,-0.391873363610939,0.171414882275988,-2.28611050807129,0.0222477944003169,0.0580429064622552
"gene_4020",6.56882367276705,2.11960650176996,0.927362892864748,2.28562790044597,0.0222760364963619,0.058101766194413
"gene_7079",20.5598437927374,-1.18434943095584,0.518257848616974,-2.28525131672661,0.022298095745032,0.0581444735299446
"gene_11217",176.738901534937,0.39670459012642,0.173604065106978,2.28511118032843,0.0223063094015872,0.0581510645551956
"gene_131",49.000193030847,-1.45584100269869,0.637655615101394,-2.28311484792177,0.0224236041749024,0.0584419469665461
"gene_7443",34.6527537974358,1.18777933347339,0.5203580487765,2.28261931619234,0.0224528021400518,0.0585031356653019
"gene_5122",13.7089709322335,2.37167352842899,1.03916723790479,2.28228281446868,0.0224726484978841,0.0585399328038361
"gene_3767",3595.84963141799,0.265109021682672,0.11617062293839,2.28206593867773,0.0224854475806675,0.058558358137888
"gene_6603",516.246801260002,0.435697713073112,0.190968318901891,2.28151829360214,0.0225177954602972,0.0586276716324999
"gene_11545",214.640114222408,-0.484596506158371,0.212432368608882,-2.28118016727753,0.0225377878378564,0.058664789060259
"gene_9274",37.100221612376,-0.757580722618834,0.332145513179861,-2.28086995776636,0.0225561431478938,0.0586976274741755
"gene_8424",2304.91065473142,0.17017223498437,0.0746322145379826,2.28014451986768,0.0225991185357769,0.0587945014666473
"gene_2742",2179.4456300075,-0.257158411319331,0.112793365587094,-2.27990724437393,0.0226131903180166,0.0588011943509676
"gene_6643",1299.38217701474,0.413790861764859,0.181486973278577,2.28000310044128,0.0226075045931574,0.0588011943509676
"gene_10924",687.615460255161,0.265202904399047,0.116374982955822,2.27886524803809,0.0226750767964242,0.0589471302483554
"gene_3780",3045.82667780617,-0.191080633659779,0.0838679632596961,-2.27835071024796,0.0227056905856291,0.0590117147698168
"gene_535",2182.7332506797,0.607778623574794,0.266937764280822,2.27685515090852,0.0227948768498227,0.059213412634782
"gene_9947",116.793494610263,-0.621760760784804,0.273069771514558,-2.27693002171666,0.0227904047735399,0.059213412634782
"gene_3354",852.661422569584,0.323803561097633,0.142267824476922,2.27601400589463,0.0228451713460007,0.0593289912025264
"gene_1373",148.00786079454,-0.363265731451703,0.159616284735304,-2.27586885670292,0.0228538599829437,0.0593364879526694
"gene_3513",395.92260372826,-0.555810604026613,0.24426692238046,-2.27542312569405,0.0228805594070003,0.059377499437742
"gene_6601",247.881956925842,-0.294744987373916,0.129534817083479,-2.27541130647497,0.0228812677504783,0.059377499437742
"gene_6820",2233.15341663382,-0.402311375088814,0.177080678081269,-2.27191006634941,0.0230919427848699,0.0599043119853201
"gene_10443",647.558636278281,0.384779194615152,0.169368739371985,2.27184305700039,0.0230959912152261,0.0599043119853201
"gene_3700",3819.63478999883,0.648317640577224,0.285522141250213,2.2706387593566,0.0231688550975547,0.0600780631548407
"gene_8000",1807.09224572646,0.389587486054412,0.171594115053145,2.27040120772063,0.0231832512815878,0.060084924190775
"gene_10943",382.56895169914,0.258256850747147,0.113747070188645,2.27044837567103,0.0231803921757678,0.060084924190775
"gene_647",990.721443422897,-0.238796144772851,0.105237436054866,-2.26911785125926,0.0232611600831364,0.0602715693362646
"gene_391",3619.56594363467,0.676623471011601,0.298271822602655,2.26847935251654,0.023300006073999,0.0603569306278592
"gene_9130",77.3443819713634,0.722096983150581,0.318417753465458,2.26776608807685,0.023343467362956,0.0604542012461258
"gene_1815",370.296322063204,-0.319210384971844,0.140775094961868,-2.26752029581872,0.0233584604995324,0.0604777153237261
"gene_849",134.857258300819,0.860818527522107,0.379751256133443,2.26679573436255,0.0234027068365612,0.0605769381972948
"gene_4849",1343.83923114997,0.520073909504257,0.229480850603319,2.26630635252114,0.0234326327542992,0.0606390524236382
"gene_3850",3357.34713305761,0.368142364418175,0.16256062156781,2.26464663377662,0.0235343727693309,0.0608869289936624
"gene_677",11.2198904563725,2.75664473765632,1.21756885247662,2.26405655174991,0.0235706367940386,0.0609571200280089
"gene_1892",214.740266674839,-0.346222224936163,0.152924252640687,-2.26401122750394,0.0235734242408111,0.0609571200280089
"gene_787",333.555126671117,0.577004979537303,0.254893149662081,2.26371316884057,0.023591762012521,0.0609891178215502
"gene_4909",168.774479333869,1.22034275431312,0.539140487813489,2.26349677291402,0.0236050833176956,0.0610081342153332
"gene_8027",2874.62668169439,-0.251526637026904,0.111140973256897,-2.26313149557825,0.0236275845510674,0.061050860839759
"gene_9723",112.955678639579,-0.643963702544606,0.284570558367964,-2.26293157745408,0.0236399074679513,0.0610672729665921
"gene_1152",260.046975369038,0.785448208375389,0.347112384454211,2.26280664001776,0.0236476114200053,0.0610717479778774
"gene_128",1118.63011941418,0.649226669571023,0.286971264299904,2.26234034670641,0.0236763834616056,0.0611151876985968
"gene_7042",53.2758704172515,-0.972630597679931,0.429912870091063,-2.26239004539201,0.0236733154213832,0.0611151876985968
"gene_9708",49.8109808780487,1.10911457374392,0.49035850735889,2.26184425700637,0.0237070273933031,0.061178846619054
"gene_4418",16.6923982798311,0.993386734917515,0.439343362812759,2.26107145117128,0.0237548328968713,0.0612867497568876
"gene_8080",511.386649381106,-0.238575405004127,0.105534216123724,-2.26064506628286,0.0237812447020952,0.0613394172933991
"gene_3870",3935.4712231496,0.192395855161269,0.0851116875031822,2.26051040468532,0.0237895914145883,0.0613454743814913
"gene_6527",1.77555986449505,-4.02911646751527,1.7845262553744,-2.25780733423278,0.0239576737764593,0.0617633298996343
"gene_1644",3244.28722977492,0.65662361585876,0.290879759968907,2.25737127921499,0.0239848848053182,0.0618178974052393
"gene_4672",166.252285826271,0.882468910916436,0.391075478344296,2.25651813980401,0.0240382005684406,0.0619397019938124
"gene_2437",1829.90927154691,0.375730615464059,0.166543940511742,2.25604494711453,0.024067816373298,0.0620003924558486
"gene_3706",116.936288352888,0.552033800185398,0.244826841137919,2.25479280629374,0.0241463370338305,0.0621757707196256
"gene_8931",2197.77350349247,-0.264696588461025,0.11739428993658,-2.25476544561088,0.0241480552750907,0.0621757707196256
"gene_11835",11.0763230049547,2.20221610447423,0.976751132475158,2.25463378669821,0.0241563248909182,0.0621814081700027
"gene_4365",54.9015542065547,-0.785367767071109,0.348416255662853,-2.2541077068203,0.0241893929562427,0.0622508610376181
"gene_8005",20.505642518354,1.06298143587648,0.472022182468278,2.25197347785222,0.0243239481109255,0.0625813880076567
"gene_467",534.641539288548,-0.400588424067509,0.177919408565758,-2.2515161628331,0.0243528643628685,0.0626393063408038
"gene_10744",524.097007718176,0.466094350557244,0.20702204303775,2.25142377941007,0.0243587094277282,0.0626393063408038
"gene_907",441.960577751248,-0.300677943476927,0.133599826386044,-2.25058633390811,0.0244117497845328,0.0627599208261482
"gene_9063",299.34348923862,-0.340064018176039,0.151117418552449,-2.25032971998534,0.0244280226772886,0.0627859733401938
"gene_8409",190.592430248953,-0.565372977139381,0.251292018065442,-2.24986444651873,0.0244575514630157,0.062835991923717
"gene_9694",18.2777906967647,1.05217776348944,0.467670003695092,2.24982948484212,0.0244597715701884,0.062835991923717
"gene_3076",498.301683879622,0.317759771854021,0.141252082013076,2.24959354457236,0.0244747586185542,0.0628429215144248
"gene_7946",626.504397479505,0.418274528225137,0.185931243399961,2.24961937852143,0.0244731172448525,0.0628429215144248
"gene_3987",81.6756389252054,-0.492471745847063,0.218996804022987,-2.24876225040878,0.0245276262820883,0.0629628599364751
"gene_1146",65.0466107981061,-0.845157850804875,0.376085867859784,-2.24724703327585,0.0246242438541418,0.0631950167870283
"gene_1547",766.086160600648,-0.308811361263456,0.137435650002502,-2.24695238286307,0.0246430704345954,0.0632274664662839
"gene_9421",1235.09216853795,-0.41356582230166,0.184088646084463,-2.24655800940547,0.0246682882962739,0.0632762940571841
"gene_1874",769.853439423975,0.345145742203504,0.153662462551425,2.24612918778389,0.0246957342823032,0.0633308110594571
"gene_8817",1133.67889956896,-0.423080315215153,0.188375164700804,-2.2459452969139,0.0247075120008747,0.0633451304168828
"gene_6605",824.296035075663,-0.228098425767048,0.101571242983335,-2.24569887172173,0.0247233025042604,0.0633697279977622
"gene_6959",31.0792594927683,-1.07716206563509,0.4796800408677,-2.24558450188296,0.0247306340967875,0.0633710811637662
"gene_7488",40.0308631692834,1.00501418462927,0.447587897981041,2.24540071159797,0.0247424197796928,0.0633710811637662
"gene_8728",22.269292891082,1.12697499066325,0.501894175753149,2.24544345224189,0.0247396785714148,0.0633710811637662
"gene_1353",136.748462846088,0.527154044258962,0.2348209966989,2.24491868985168,0.024773352881778,0.0634344216129054
"gene_9702",9.52169816395907,-1.68677505079657,0.751439581827994,-2.24472478105721,0.0247858061644752,0.0634504229396965
"gene_7988",341.309417361766,0.442985864270607,0.197394828171672,2.24416145232208,0.0248220152332266,0.0635272146622144
"gene_285",401.809271033347,0.346380064902768,0.154392122780773,2.24350866264471,0.0248640318772928,0.0636188276229857
"gene_5077",582.479905188149,0.488029219881407,0.217607327206736,2.24270582312589,0.0249157908884708,0.0637353160121037
"gene_3725",848.605012898285,0.310815561178391,0.138646246081286,2.24178850825982,0.0249750443020352,0.0638453306788965
"gene_8813",2079.76866062995,0.43544893820783,0.194251595102989,2.2416749678527,0.0249823868567817,0.0638453306788965
"gene_10145",275.101686356555,0.45896806016807,0.204745310732382,2.24165358672354,0.0249837697640504,0.0638453306788965
"gene_11252",125.956647167304,0.711622763625868,0.317421428459034,2.24188633729153,0.0249687192863491,0.0638453306788965
"gene_7397",747.486565971909,0.409375612373725,0.182689086961558,2.24083232984719,0.0250369379231592,0.0639652171221957
"gene_7994",62.3294052580542,-0.810634547499028,0.361878598591583,-2.24007319209808,0.0250861715915013,0.0640749942223485
"gene_6505",84.3556769886211,0.74275458855904,0.331628452737309,2.23971912671617,0.0251091630518234,0.0641177055008733
"gene_9164",540.562464000533,0.491493673264448,0.219468563379327,2.23947186647846,0.025125229868022,0.064131034497644
"gene_11662",1.85558554014015,-4.09399266632803,1.82812759796538,-2.23944579737457,0.0251269243406727,0.064131034497644
"gene_9480",5674.76107000671,0.484231286745505,0.216261463505666,2.23910112738518,0.0251493369396327,0.0641722227748562
"gene_10358",5693.91788008099,-0.278740099414303,0.124526227499289,-2.23840475225105,0.0251946724159021,0.0642718669986109
"gene_4218",14104.1210414803,0.359256283753009,0.160551596002914,2.23763757382075,0.0252446992123539,0.0643834261458213
"gene_7870",382.203645789469,-0.230600538760682,0.103072167196774,-2.23727263171293,0.0252685268161851,0.0644281285836762
"gene_865",245.339869553281,0.654157814518228,0.292485616745556,2.23654695159695,0.0253159653730175,0.0645329954810195
"gene_4844",652.939631732125,0.280380119232257,0.125453004167115,2.23494145153164,0.0254211927562798,0.0647850830596744
"gene_5762",96.5657078088325,-0.50434675465154,0.225726951228813,-2.23432227257745,0.0254618758762908,0.0648725970570069
"gene_3223",1021.65737686786,-0.22666913343963,0.101479036353686,-2.23365476835647,0.0255057972941952,0.0649683160467583
"gene_11965",767.494225367625,-0.380194633733503,0.170239571810384,-2.233291764602,0.0255297102508218,0.0650130345456061
"gene_8899",855.655280096824,0.278900588506781,0.124891986967905,2.23313436896839,0.0255400847515829,0.0650232628216176
"gene_10164",169.788772816708,-0.664953644490263,0.297802169278436,-2.2328703854019,0.025557493027207,0.0650513890466018
"gene_12063",1076.94415692133,0.217630915976651,0.097498826711302,2.23213881969129,0.0256057894445289,0.0651581011816863
"gene_9601",25.9318468485653,1.1059680194343,0.495696364017139,2.23114006822947,0.0256718523545115,0.0653099587138281
"gene_3348",36.9411536562467,0.840787893032704,0.377048037379812,2.22992247586149,0.0257525899823011,0.065499064349414
"gene_3330",55.0417701326691,-0.627037708157691,0.281256317180966,-2.2294173316443,0.0257861501110117,0.0655681146656681
"gene_2327",3553.17071227195,-0.466922481643187,0.209542231204859,-2.22829774675207,0.0258606665048887,0.0657265897530702
"gene_8089",308.168111922251,0.481751987684248,0.21619827649353,2.22828782679341,0.0258613275805568,0.0657265897530702
"gene_9410",5491.47187567376,-1.26790922058346,0.569067597658329,-2.22804676597439,0.025877396600149,0.0657510894483786
"gene_122",560.811667077935,-0.416391500775681,0.186940880799842,-2.22739669886071,0.0259207728593306,0.0658449438729194
"gene_3349",353.778021328274,0.798939115914275,0.358824598726189,2.22654499928509,0.0259776983390762,0.0659731613890571
"gene_743",5745.70577097361,0.393808183027886,0.176908182161906,2.22605974588261,0.0260101797772453,0.0660217023096876
"gene_1914",783.508673490776,0.526460250822687,0.236508222407338,2.22597018177222,0.0260161787726646,0.0660217023096876
"gene_2142",450.301739414607,-0.364565425800523,0.163767832335166,-2.22611132236523,0.026006725732098,0.0660217023096876
"gene_370",2653.66870690987,0.422389403912806,0.189814789153994,2.22527130681123,0.0260630304458928,0.0661241906152681
"gene_9733",4666.80035810962,-0.377971843392235,0.169910939428268,-2.22452918372455,0.0261128612476362,0.066234184518744
"gene_12510",325.555191440968,-0.302937077726427,0.13621511387946,-2.22396083003317,0.0261510797478124,0.0663146770594786
"gene_757",888.800890574279,0.615496296232687,0.276774610704317,2.2238177651715,0.0261607076460671,0.066322646776482
"gene_7005",3.22765151162107,-3.33158057039129,1.49834128879707,-2.22351249031254,0.0261812621052695,0.066358306703988
"gene_6194",20885.7449883818,-0.188412375786257,0.0847475491350602,-2.22321916927637,0.0262010248493023,0.0663919427982693
"gene_1024",1132.59543465763,0.343678544575239,0.154626095658971,2.22264258248637,0.0262399104390022,0.0664740064552082
"gene_380",295.716731583609,-0.422914944096787,0.19033268013961,-2.22197755943212,0.026284822186717,0.0665712918532824
"gene_5625",46.4727343562981,0.754851293135402,0.339770210313145,2.22165237040559,0.0263068077149409,0.0666104784601884
"gene_3337",19.4127456791926,2.33548332085299,1.05150193976336,2.22109273652751,0.0263446809047478,0.0666898642606079
"gene_7713",1601.49116363646,0.454180276032076,0.204510383106141,2.22081768726802,0.0263633121093202,0.0667205129774852
"gene_3708",4823.18623968611,1.3205620544501,0.594784951653687,2.22023447428944,0.026402855283803,0.0668040576416263
"gene_5515",14.7004205052666,-2.83136664724273,1.27616097395217,-2.21865948343039,0.0265098994325651,0.0670583085572207
"gene_4819",11.6263574767915,1.85432628995575,0.835933306645834,2.21827061466924,0.0265363865107095,0.0671087103968907
"gene_12085",3504.47389477015,0.22142211228981,0.0998992278791782,2.21645469129758,0.0266603776344289,0.0674056074332026
"gene_9603",383.791595539836,-0.443441512767077,0.200085778276607,-2.2162570302925,0.0266739040633663,0.0674231381255677
"gene_794",4057.03179585748,0.403960675787311,0.182311451159524,2.21577236766023,0.0267070958069553,0.0674903555269908
"gene_12028",100.651763886888,0.536053352144117,0.241958368180752,2.21547763019986,0.0267272981095712,0.0675247227684252
"gene_7589",3579.59802168459,0.392875647901586,0.177432204353833,2.21422965088186,0.0268129851464872,0.0677244749550815
"gene_3275",63.5033050635122,0.884764657375807,0.399647951839367,2.21386010688584,0.0268384037444426,0.0677719395294851
"gene_7406",18.9617404489201,1.1772357778228,0.531806602090438,2.21365393583926,0.02685259398902,0.0677910339979529
"gene_2269",70.3263721649662,-0.60858514917977,0.275030748246623,-2.21278949011928,0.0269121622029641,0.0679027334891874
"gene_6894",8.46903815033521,1.63278268442539,0.737906543779391,2.21272286875605,0.0269167577554675,0.0679027334891874
"gene_12217",1.7054554638934,-3.97352216943056,1.79563235559408,-2.21288180570567,0.0269057953784411,0.0679027334891874
"gene_2137",76.7262576179668,-0.706556313351597,0.319389248650065,-2.2122107000719,0.0269521098656965,0.0679751486057899
"gene_9255",201.817250481855,-0.378177882883276,0.170982297850227,-2.2117955346146,0.0269807958001183,0.0680307195877243
"gene_6118",1331.68377953136,-0.2409955277142,0.109060551647307,-2.20974058973733,0.0271231710136925,0.0683560054108017
"gene_8712",268.339304463174,-0.337153581177432,0.152572480838643,-2.20979287564969,0.0271195404021108,0.0683560054108017
"gene_368",970.795556779337,0.446980234403243,0.202474412055806,2.20758875091854,0.0272729540171019,0.0687165559824837
"gene_6333",581.342409714879,0.759592561139101,0.344236148466189,2.20660312556835,0.0273417984164918,0.0688730473905078
"gene_12269",14.0171936365739,-1.35958214623388,0.616184186489391,-2.20645413505315,0.0273522182077178,0.0688823283945653
"gene_10296",117.110313945563,0.496253993854654,0.22492404595288,2.20631810063836,0.0273617348939512,0.0688893310586998
"gene_6741",68.4089801603784,-0.893024301353428,0.404985599643341,-2.205076679615,0.0274487142145542,0.069091311905549
"gene_3625",1686.46846439998,0.272657618643839,0.123664737245884,2.20481298643533,0.0274672203815794,0.0691208816049242
"gene_2265",7.06064560347427,2.08736067942848,0.946789734042362,2.2046718551926,0.0274771294896015,0.069128807697455
"gene_4657",2190.12974932676,0.320765438637503,0.145502908834517,2.20452938849708,0.0274871354900359,0.0691369735997534
"gene_10827",387.782809439321,0.42121104658764,0.191252798372803,2.20237847587771,0.0276385849967018,0.0695008135631348
"gene_1504",173.297786879115,0.829001283948252,0.37657914856565,2.20139985738942,0.0277077290959001,0.0696404387966996
"gene_6882",126.995786201551,0.684327691793147,0.310854494171916,2.20144056020848,0.0277048502757673,0.0696404387966996
"gene_6582",853.614137685646,0.494905851073077,0.224834849507951,2.20119724391558,0.0277220633360834,0.0696593468644041
"gene_1093",976.152017367912,0.289318903484401,0.131482005502438,2.20044486223657,0.0277753478546864,0.0697744334490626
"gene_9458",424.616560389593,0.573811105623083,0.260780800077959,2.20035794602802,0.0277815090451338,0.0697744334490626
"gene_1335",22.4930891360708,1.04314170793443,0.474311521328307,2.19927549938724,0.0278583387382168,0.0699502161246608
"gene_689",208.778935897935,3.62220097367534,1.64707487950494,2.19917201017847,0.0278656937608509,0.0699515095955381
"gene_6205",27.5794628085332,1.21347256844053,0.551990722113083,2.19835681983062,0.0279236882457917,0.0700798919483954
"gene_1601",72.4579712238558,0.587160468986288,0.26710354536602,2.19825037582966,0.0279312685878826,0.0700817183141009
"gene_8388",80.5999034555843,0.549862606015839,0.250158856049991,2.19805372753206,0.027945277437903,0.0700996694523998
"gene_272",404.777549917689,0.477700914217287,0.217416708302265,2.19716744838746,0.0280084894651221,0.070223785672911
"gene_11425",26.4963676122426,-0.911389792645639,0.414785594156749,-2.19725517347939,0.0280022271631445,0.070223785672911
"gene_6021",51.182427769447,-0.563041115367021,0.256400634942321,-2.19594274988313,0.0280960413605703,0.0703940780135657
"gene_10094",384.539376813187,-0.496636971797964,0.226154947201148,-2.19600312946611,0.0280917193915518,0.0703940780135657
"gene_9604",338.698742882278,-0.247197614987497,0.11257088368688,-2.19592852868675,0.0280970593968295,0.0703940780135657
"gene_8611",472.310817067688,0.378393439262783,0.172335834007211,2.19567475007519,0.028115231697922,0.0704223547819368
"gene_223",385.041908281822,0.622100928922329,0.283359415135509,2.19544823885533,0.0281314600200785,0.0704457496634043
"gene_2233",38.0044475123416,-1.15604156902819,0.527006613513389,-2.19359973743256,0.028264197318013,0.0707608190872263
"gene_744",498.385499474211,0.382266641776026,0.174299292858635,2.19316232158247,0.0282956861471411,0.0708223157676976
"gene_9385",4021.4831095804,-0.162118508085958,0.0739243675743599,-2.19303205973165,0.0283050693172248,0.0708284668234054
"gene_2205",277.074883586715,0.258219296413901,0.117757551749026,2.19280455969598,0.0283214632890264,0.0708521538788827
"gene_3921",418.824229986299,-0.279972212681623,0.127698327704152,-2.19245011046859,0.0283470217001401,0.0708987505324854
"gene_9440",15.2371086259768,1.04620001780111,0.477210139731498,2.1923256249118,0.0283560027435485,0.0709038728748827
"gene_10687",53.9594842948485,0.769608676358978,0.351145034489289,2.19171168824389,0.0284003312336533,0.070997357009673
"gene_8584",626.209327828929,-0.602849222792497,0.275086260898943,-2.19149157367028,0.0284162388498491,0.0710024125867107
"gene_10258",16161.0436243027,0.550375561966393,0.251133884268428,2.19156233564291,0.0284111240657026,0.0710024125867107
"gene_1592",21.2903892069036,1.38779306958584,0.633393017944695,2.19104573348331,0.0284484831112186,0.0710309171822344
"gene_2598",1785.89242748649,-0.245620331099445,0.112097321480313,-2.19113470202392,0.0284420461709837,0.0710309171822344
"gene_2392",1.71417521325638,-3.9819536813854,1.81732416474558,-2.19110809102286,0.02844397136522,0.0710309171822344
"gene_9022",819.481277208263,-0.203072594290071,0.092694611002158,-2.19077023027092,0.0284684239345796,0.0710633564996205
"gene_1196",63.1620143891364,0.602424661379847,0.275012213768207,2.19053784239415,0.0284852534457171,0.0710880153707537
"gene_3986",283.389064627623,-0.611017566496011,0.279275461629902,-2.18786700030859,0.0286792916838282,0.0715547977678729
"gene_748",1752.1064901586,0.398926346583993,0.182347626053109,2.18772437688772,0.0286896852959594,0.0715632711028723
"gene_2077",91.1257050334381,-0.481773439263938,0.220275938012291,-2.18713602407657,0.0287325955168982,0.0716362476855395
"gene_11281",1.71765727057552,-3.98366222756724,1.8214098488423,-2.18713115562611,0.028732950817061,0.0716362476855395
"gene_476",596.991173796292,0.534087212314538,0.244230252921961,2.18681840568373,0.0287557832787637,0.0716756996324436
"gene_3452",9.32692241194649,2.03216592989077,0.929417746177431,2.18649357433596,0.0287795142873554,0.0717173714953178
"gene_7099",7.88600723823104,2.44983313801954,1.12061741696219,2.18614587006923,0.0288049349926949,0.071763232684602
"gene_10409",7.52916618393715,-1.32569532990264,0.60647978131883,-2.18588545032751,0.0288239869748298,0.0717757279745761
"gene_11687",153.606599848894,0.631176174346415,0.288746578352284,2.18591741570822,0.0288216478436393,0.0717757279745761
"gene_4582",37.252560033135,-0.702037163755813,0.321205515707352,-2.18563234261343,0.0288425144138992,0.07180438045544
"gene_1266",46.5205572027782,0.557000862725083,0.254868672096156,2.18544263657065,0.0288564075835126,0.0718214846328993
"gene_8233",23.3590910603879,0.762730973766839,0.349028708411373,2.18529580915695,0.0288671644809526,0.0718307764347206
"gene_8472",3.72473329560838,-3.20515732838893,1.46759483830845,-2.18395244022744,0.0289657430132035,0.0720585389919806
"gene_267",91.0070207228279,0.683213608955443,0.313003229583966,2.18276856077028,0.0290528580345759,0.0722401116264547
"gene_583",5289.24735719305,0.205071401838627,0.0939475531771626,2.18282855597007,0.0290484379075693,0.0722401116264547
"gene_8812",5002.04255879344,0.467144247764959,0.214041475274735,2.18249405712305,0.0290730893867995,0.0722728452014581
"gene_7367",21.1256205552637,-1.0495852771368,0.480949002653314,-2.18232135080105,0.0290858243287504,0.0722869320559247
"gene_10801",1511.07756536235,0.491033164344459,0.225019048900629,2.18218487165193,0.0290958913632912,0.0722943831322593
"gene_10134",3320.35425603296,0.312358238709665,0.143160687461098,2.18187160350529,0.0291190101270159,0.0723342522635395
"gene_752",405.817732177361,-0.337434392511594,0.154749660493583,-2.1805178210752,0.029219099298312,0.0725652570480419
"gene_1586",4914.84282281928,-0.537090578590247,0.246356455168442,-2.18013600748972,0.0292473813796818,0.0726178609783942
"gene_12261",7.50830104282541,-1.69709523771799,0.778521387696909,-2.17989545892693,0.0292652116278668,0.0726444949801442
"gene_3148",387.416264669139,-0.320560271942502,0.147112936674558,-2.17900804095593,0.0293310708782744,0.0727903086319128
"gene_1575",207.136623291007,0.396502952330952,0.182055130729262,2.17792792074945,0.029411403442744,0.0729719609434601
"gene_3040",102.095271198751,0.762550967196554,0.350181052488313,2.17759059714404,0.0294365302097672,0.0729988832335812
"gene_8910",365.591577881915,0.332667122076196,0.152764803045718,2.17764246373322,0.029432665538595,0.0729988832335812
"gene_565",331.944151976341,-0.506858767188028,0.232855000103187,-2.1767141223655,0.0295019039398464,0.073143265840681
"gene_3595",2155.2564232936,1.31775894810045,0.605472861249576,2.17641290376064,0.0295243997834057,0.0731635659280082
"gene_10387",2419.52287358204,0.224492278837712,0.103143455411083,2.17650531430218,0.0295174967386712,0.0731635659280082
"gene_9052",984.049590249744,-0.299802144528224,0.137773948361094,-2.17604378835444,0.0295519864651434,0.0732141873980187
"gene_11202",10.0584133244736,-2.07466521159982,0.953593486759501,-2.17562854655178,0.0295830470040461,0.0732733886438312
"gene_1616",3551.24090869278,0.58763466464257,0.270180889740769,2.17496753825332,0.029632549065926,0.0733782274327421
"gene_7594",17.5320040799169,1.18633666501005,0.545670690910348,2.17408903349907,0.0296984493962242,0.0735236121944286
"gene_12552",4443.57476689663,0.25568208111438,0.117627346732933,2.17366189254353,0.0297305365410344,0.0735852364968921
"gene_10415",331.467002492801,-0.379647167676343,0.174712571001132,-2.17298140311771,0.029781716985234,0.0736940768468397
"gene_2936",6461.89846147224,-0.251559913337248,0.115777674622927,-2.17278429677004,0.0297965557371653,0.0737129597300409
"gene_3777",822.14238081838,0.247190050364124,0.113816115986285,2.17183698654688,0.029867960791026,0.0738717376081798
