gene_id,SRR10229797,SRR10229798,SRR10229799,SRR10229800,SRR10229801,SRR10229802,SRR10229803,SRR10229804,SRR10229805
gene_12123,13,5,3,1,1,1,106,7,1
gene_12124,2831,1331,2875,1298,3203,1087,15507,9936,10330
gene_12125,3,0,4,3,0,0,6,0,4
gene_12128,69,21,69,21,51,9,370,351,267
gene_12129,236,103,209,92,137,54,782,476,516
gene_12130,6,0,4,0,0,0,50,36,50
gene_12131,210,99,276,111,384,123,2705,1964,1663
gene_12132,1976,853,2435,1062,2851,901,25181,15618,20811
gene_12133,2480,1098,3004,1280,4829,1864,21045,20627,14221
gene_12134,13086,6240,9992,4494,8397,3253,13472,10021,9860
gene_12135,1097,461,1609,671,1979,541,11746,4989,4531
gene_12136,3232,1283,4776,1772,5955,2011,39209,21275,27945
gene_12137,372,195,543,192,346,138,756,397,486
gene_12345,2,3,7,0,7,3,92,28,30
gene_12344,146,78,119,53,79,37,621,442,457
gene_12346,93,48,83,45,65,12,305,246,223
gene_12354,6,0,8,0,15,0,98,18,17
gene_12355,222,77,351,138,432,142,1504,866,909
gene_12347,36,13,29,13,24,7,150,92,91
gene_12348,4401,2090,3308,1390,2073,651,7250,3908,5085
gene_12361,44,13,53,12,24,15,270,115,183
gene_12367,17,3,17,0,16,16,106,47,68
gene_12356,14,22,7,11,4,12,57,32,49
gene_12357,1853,763,1649,691,1459,511,11523,7549,7649
gene_12368,265,118,346,134,265,52,1319,994,1016
gene_12373,0,0,0,0,0,0,11,4,0
gene_12369,72,43,100,43,217,76,796,476,717
gene_12370,501,185,628,238,574,158,3081,2312,2395
gene_12375,17,5,12,10,6,6,119,86,82
gene_12376,0,4,20,9,26,6,96,70,90
gene_12377,3,0,4,4,3,6,3,4,4
gene_12378,25,11,0,0,12,0,21,0,0
gene_12379,334,157,376,154,412,124,1108,760,709
gene_12383,0,0,0,0,3,0,72,69,50
gene_12385,15,6,6,13,22,0,129,151,70
gene_12390,286,100,280,95,224,96,1560,1072,1101
gene_12391,5,3,8,4,11,6,20,6,4
gene_12393,27,10,43,20,43,19,174,104,160
gene_12395,56,15,47,18,58,20,348,197,261
gene_12398,16,18,16,10,24,0,190,92,98
gene_12399,5,0,0,0,0,0,0,0,0
gene_12402,7,0,33,8,14,15,32,38,17
gene_12409,0,0,0,0,10,0,16,0,0
gene_12405,255,101,304,126,267,96,1241,794,1057
gene_12406,1,4,14,0,11,0,102,104,115
gene_12412,3,9,1,2,2,2,22,16,11
gene_12410,259,159,323,174,395,116,1466,972,826
gene_12411,402,194,501,154,284,115,900,489,476
gene_12413,124,83,101,29,49,15,642,509,395
gene_12415,7,0,4,0,0,0,8,8,11
gene_12417,9,6,0,0,0,0,16,19,26
gene_12418,0,0,0,0,0,0,0,0,0
gene_12419,0,0,0,0,0,0,0,0,7
gene_12420,136,70,158,68,169,65,715,480,627
gene_12422,4,0,13,11,4,0,18,14,28
gene_12434,0,0,0,0,0,0,0,0,0
gene_12435,95,24,81,44,58,35,482,319,334
gene_12439,3,0,8,0,0,4,50,41,44
gene_12438,718,290,794,350,1408,463,4222,2868,2757
gene_12440,115,76,230,84,289,106,1314,830,978
gene_12441,4,0,0,0,0,0,10,15,14
gene_12443,10,0,8,0,0,6,36,21,20
gene_12444,3,3,0,12,13,4,61,46,47
gene_12446,39,38,38,19,46,12,208,176,211
gene_12447,1,0,2,0,2,0,13,11,7
gene_12450,3,0,11,7,0,0,32,33,42
gene_12455,4,0,8,0,0,0,9,6,8
gene_12456,0,0,36,7,23,4,81,55,60
gene_12458,25,18,31,17,19,6,421,363,299
gene_12461,1691,809,2315,939,1494,401,1304,806,828
gene_12465,0,6,3,0,0,0,9,14,11
gene_12462,276,161,481,232,732,284,657,434,541
gene_12463,52,23,42,11,40,15,525,340,253
gene_12467,121,53,135,32,79,39,607,401,357
gene_12468,258,63,298,146,503,188,2360,1656,1613
gene_12469,394,149,337,155,473,163,1765,1079,1115
gene_12472,21,14,24,25,8,3,210,91,54
gene_12477,50,15,25,14,18,11,140,150,102
gene_12482,5,3,8,0,2,2,37,11,22
gene_12483,41,31,42,17,39,19,209,90,141
gene_12479,6295,3176,6293,2491,3710,1138,15722,12143,11265
gene_12487,50,24,47,21,18,8,180,155,111
gene_12486,707,269,620,259,546,224,2479,1479,1600
gene_12488,68,34,50,8,22,4,168,96,83
gene_12489,22,8,5,0,0,0,30,44,45
gene_12484,6491,2875,4475,1985,2396,813,8611,5906,6054
gene_12485,262,106,298,136,242,85,716,477,447
gene_12491,0,0,0,0,0,0,0,0,0
gene_12490,2991,1603,2373,1021,1663,594,15314,10891,10064
gene_12558,11,7,5,2,10,5,69,31,55
gene_12560,3,0,12,6,7,4,4,11,0
gene_12566,26,20,10,10,17,0,10,18,27
gene_12568,129,53,120,48,49,14,304,204,183
gene_12570,3,0,8,2,0,0,18,10,26
gene_12572,132,65,189,82,153,41,1088,711,849
gene_12575,13,4,19,4,0,0,91,101,65
gene_12576,21,18,12,6,21,5,42,26,43
gene_12577,5,0,18,3,5,0,16,8,24
gene_12581,11,6,19,7,0,0,147,41,45
gene_12590,142,70,111,33,87,47,746,542,497
gene_12592,6,0,0,0,4,0,6,0,6
gene_12594,7,0,12,0,0,5,20,22,6
gene_12606,26,9,42,11,72,14,180,153,125
gene_12603,1129,457,2357,874,2597,854,12917,10964,10500
gene_12609,137,73,98,43,42,16,659,375,239
gene_12610,56,22,74,15,93,36,178,127,91
gene_12611,54,22,43,17,22,11,65,82,69
gene_12612,18,9,26,17,21,0,106,123,86
gene_12614,13,5,7,0,29,8,66,52,40
gene_12615,8,5,0,0,0,2,28,17,22
gene_12617,39,19,33,31,25,7,47,51,33
gene_12619,3,0,0,0,0,0,4,3,0
gene_12620,5,0,0,0,0,0,0,0,3
gene_12623,37,11,39,12,33,11,131,112,98
gene_12627,7,0,10,3,0,0,27,18,25
gene_12629,7,0,4,0,0,0,23,19,25
gene_12632,42,20,47,14,52,18,398,269,174
gene_12636,0,0,0,0,0,0,4,3,4
gene_12637,37,11,45,17,47,14,223,147,123
gene_12640,52,30,37,22,44,30,144,145,87
gene_12644,19,0,16,5,24,0,422,276,290
gene_12647,2,2,2,0,9,5,35,39,22
gene_12649,75,23,48,17,71,22,347,327,244
gene_12650,112,41,82,39,139,48,415,334,316
gene_12651,0,0,5,0,0,0,37,4,3
gene_12654,27,15,34,12,77,26,110,96,69
gene_12653,803,379,920,360,768,275,3801,2771,2416
gene_12655,5,3,10,0,14,6,26,9,11
gene_12656,119,65,113,48,60,18,1054,628,562
gene_12657,12,4,10,0,0,0,26,9,9
gene_12659,69,14,84,25,69,11,520,324,338
gene_12505,0,0,0,0,1,1,6,11,4
gene_12513,0,0,0,0,0,0,0,0,4
gene_12524,0,0,0,0,4,0,0,0,0
gene_12526,0,0,0,0,0,0,0,0,0
gene_12529,0,0,0,0,0,0,0,0,0
gene_12530,0,0,0,0,0,0,11,0,4
gene_12540,0,0,0,0,0,0,0,0,8
gene_12541,0,0,0,0,0,0,7,3,0
gene_12543,0,0,0,0,0,0,4,12,0
gene_12546,0,0,0,0,0,0,0,7,0
gene_12547,0,0,0,0,0,0,6,0,0
gene_12492,1094,458,1019,516,1332,460,4202,2518,2480
gene_12493,951,335,1017,402,1047,320,4614,2813,3074
gene_12494,1651,725,1194,496,701,215,1709,1142,1166
gene_12495,32133,13519,39564,16002,47040,15674,382332,235544,264621
gene_12496,375,146,339,145,173,62,573,502,448
gene_12497,798,370,1146,481,1677,492,6447,4177,4138
gene_12498,78,34,74,19,61,19,376,181,237
gene_12499,55,31,38,8,44,22,232,116,100
gene_12500,56,26,68,25,122,38,176,118,101
gene_12501,7,0,6,5,16,20,59,21,45
gene_12502,251,156,292,128,495,189,3212,2118,1505
gene_12503,21,15,31,14,32,1,98,77,72
gene_12504,4,14,13,6,3,0,31,20,4
gene_12506,524,287,662,332,809,271,3641,1675,2265
gene_12507,3633,1739,4629,1893,8117,2893,7976,8234,5316
gene_12508,64,25,70,29,117,41,484,263,312
gene_12509,2330,1090,2733,1141,2739,999,7678,6494,5203
gene_12510,276,117,269,128,252,84,1569,944,1087
gene_12511,5,0,8,0,10,0,17,4,0
gene_12512,89,64,116,41,123,64,515,330,235
gene_12514,49,31,76,23,87,29,154,213,133
gene_12515,12,0,10,7,34,9,104,70,86
gene_12516,1193,582,1534,611,1421,451,8198,4473,5620
gene_12518,708,330,716,315,703,221,6595,4739,4429
gene_12519,725,284,909,397,1254,393,5671,4163,3941
gene_12520,125,44,218,66,208,72,1145,703,813
gene_12521,94,40,85,60,99,29,465,313,326
gene_12522,15,5,14,0,0,0,20,18,18
gene_12523,44,30,40,11,0,6,152,107,99
gene_12525,365,166,278,108,145,55,1382,947,956
gene_12527,11,15,13,8,28,7,54,23,43
gene_12528,4,7,0,0,0,0,21,27,6
