gene_id,SRR10229797,SRR10229798,SRR10229799,SRR10229800,SRR10229801,SRR10229802,SRR10229803,SRR10229804,SRR10229805
gene_2780,113,27,130,55,71,25,394,199,359
gene_2781,11,4,16,10,0,0,25,11,4
gene_2782,40,6,76,18,138,45,256,115,153
gene_2783,1387,690,1597,578,1610,600,7630,4120,5279
gene_2784,202,101,241,112,258,92,1560,955,1141
gene_2785,221,98,145,70,236,62,729,458,496
gene_2786,426,225,460,166,521,179,1808,1085,1372
gene_2787,1221,565,1298,599,1390,529,4792,2640,3146
gene_2788,326,156,260,118,264,67,1228,704,855
gene_2789,77,40,70,24,96,43,509,271,372
gene_2790,846,431,908,402,1213,418,3738,2554,2266
gene_2791,27,10,14,0,8,0,101,63,40
gene_2792,14,22,22,15,17,0,113,108,78
gene_2793,71,21,105,38,109,20,688,418,330
gene_2794,3166,1446,3542,1514,4525,1457,12330,7798,8861
gene_2795,183,80,211,64,239,66,1010,747,668
gene_2796,358,129,311,127,334,115,2866,1689,1756
gene_2797,15,6,25,6,11,12,85,93,46
gene_2798,171,54,159,62,179,57,851,802,641
gene_2799,638,308,907,341,753,269,5193,3098,3389
gene_2800,3151,1512,2804,1104,2226,788,6195,4450,4119
gene_2801,292,138,499,176,821,333,1100,1541,765
gene_2802,1344,691,1136,490,517,201,3757,2474,2609
gene_2803,68,28,56,22,50,15,331,150,102
gene_2804,179,86,138,57,253,85,1954,769,897
gene_2805,784,329,529,198,438,125,2465,1529,1595
gene_2806,168,92,169,41,122,61,2418,1421,1302
gene_2808,44,14,44,28,58,8,617,233,340
gene_2809,323,151,271,129,279,98,641,390,450
gene_2810,19,10,20,12,44,14,247,131,101
gene_2811,80,49,88,31,135,36,459,166,207
gene_2812,97,46,148,40,122,30,668,363,396
gene_2814,6,0,0,0,3,0,90,26,27
gene_2815,135,45,120,51,116,61,399,318,197
gene_2816,316,167,432,151,537,172,2121,1293,1347
gene_2817,3266,1492,3912,1723,5422,1927,15699,13107,10518
gene_2818,5,0,0,0,7,0,32,26,9
gene_2819,29,18,35,14,54,22,175,126,126
gene_2820,117,50,166,58,146,68,921,527,611
gene_2821,32,10,66,12,71,13,255,184,169
gene_2822,52,10,65,13,176,45,657,356,240
gene_2823,17,5,4,10,15,8,72,37,60
gene_2824,803,392,762,327,793,280,3584,2043,2253
gene_2825,311,147,279,104,356,118,1093,606,738
gene_2826,16,10,34,10,88,14,131,95,91
gene_2827,389,170,419,155,529,231,2465,1619,1862
gene_2829,24,6,61,25,56,16,480,226,353
gene_2830,156,58,145,47,224,40,722,449,468
gene_2833,3210,1581,2409,1040,1464,489,4410,2696,3004
gene_2834,3085,1552,2023,830,865,240,2021,1337,1237
gene_2835,23,5,52,5,10,6,72,29,27
gene_2836,530,250,733,320,1267,406,2587,1573,1757
gene_2837,25,4,2,4,14,2,40,34,26
gene_2839,350,175,388,176,450,163,1624,1094,1205
gene_2840,227,96,218,82,301,113,2049,1044,1352
gene_2841,396,171,375,171,477,156,3304,1977,1830
gene_2842,229,108,187,107,222,52,2978,1854,1974
gene_2844,1587,780,1615,785,2307,759,7895,5168,5666
gene_2845,1852,893,2408,1031,2901,966,15127,6849,5171
gene_2846,741,257,779,311,781,261,3091,1783,2127
gene_2847,866,455,870,373,1279,569,3424,3292,2105
gene_2848,3809,1648,5345,2056,5900,2126,27517,14653,15558
gene_2849,10,8,0,9,29,7,57,62,23
gene_2850,23,11,19,19,29,0,108,46,71
gene_2851,487,217,671,270,828,250,4838,2510,3527
gene_2852,336,130,357,124,306,106,900,623,596
gene_2853,75,53,71,36,69,30,329,209,179
gene_2854,19,19,22,24,52,17,195,56,76
gene_2855,1388,730,1466,649,1023,339,3605,2386,2406
gene_2856,22,11,26,5,26,12,208,99,57
gene_2857,30,20,21,13,35,12,60,31,17
gene_2858,49,6,49,16,64,20,522,331,323
gene_2859,1809,816,2180,898,2914,972,8481,6073,5512
gene_2860,2154,836,1928,872,1871,571,10798,6317,6642
gene_2861,575,242,647,277,839,238,3315,2117,2411
gene_2862,8301,3866,7608,3416,5073,2185,14393,12332,10173
gene_2863,1274,468,1137,427,1213,332,4795,3284,3448
gene_2864,2471,1058,2575,965,2364,730,13329,7691,9118
gene_2866,3751,1804,3190,1433,1875,667,4514,3450,3236
gene_2867,450,208,436,233,551,194,1549,941,1153
gene_2868,1080,487,1064,406,1050,383,3001,1842,2055
gene_2869,16,8,34,17,17,8,136,78,146
gene_2870,68,34,85,26,100,15,658,402,372
gene_2871,22,0,7,0,21,12,104,30,57
gene_2872,1188,513,1278,495,1333,367,7586,4152,5121
gene_2873,313,110,284,117,265,81,1688,1645,1093
gene_2874,12810,5868,11424,4998,7446,2872,18621,13220,13701
gene_2875,67,36,114,40,78,15,370,202,254
gene_2876,360,188,340,117,189,66,765,506,528
gene_2877,192,98,234,107,480,182,900,642,504
gene_2878,516,234,607,195,519,131,3798,2254,2175
gene_2879,787,274,1042,433,1210,482,4230,3869,2594
gene_2880,1566,763,1540,749,1445,531,4217,3243,2599
gene_2881,378,228,611,225,639,261,9542,5973,7012
gene_2882,967,430,1156,505,1321,415,9225,5492,6671
gene_2883,296,153,445,174,483,194,1734,1146,1139
gene_2884,3,7,7,4,3,0,6,16,9
gene_2885,28,0,24,10,46,13,103,93,84
gene_2886,4987,2227,5939,2440,6096,1923,37621,25458,27378
gene_2887,36,11,27,11,47,7,224,146,117
gene_2888,15179,6654,19037,7733,18563,6309,55123,37165,38643
gene_2889,32,10,36,15,35,7,101,64,78
gene_2890,803,373,1019,330,1075,451,4229,2614,2864
gene_2891,3,4,11,10,10,0,8,5,11
gene_2892,715,287,704,334,704,231,3247,1853,2266
gene_2893,249,136,313,103,368,115,1917,994,1045
gene_2894,1964,1013,1749,681,656,229,3444,1991,2129
gene_2895,7806,3631,7147,3002,6004,2213,35011,24208,25369
gene_2896,4,0,11,0,5,0,80,38,48
gene_2897,13,5,13,0,28,13,78,60,40
gene_2898,642,274,729,294,554,239,5264,2671,3255
gene_2899,477,181,393,138,353,140,576,482,380
gene_2900,773,302,813,331,859,290,3236,2196,2212
gene_2901,857,469,1042,435,1002,296,5552,3997,4027
gene_2902,158,48,194,79,302,138,781,548,487
gene_2903,624,285,702,240,614,193,2696,1800,1822
gene_2904,2485,1155,2959,1203,3128,1087,17646,9384,11137
gene_2905,25,16,34,25,18,14,146,106,86
gene_2906,458,172,402,161,564,203,1721,1162,1234
gene_2907,204,84,152,54,163,60,428,412,328
gene_2908,78,28,46,23,72,22,265,251,190
gene_2909,1264,577,1687,649,2183,724,9483,5401,6664
gene_2910,6,0,8,10,17,7,78,47,39
gene_2911,49,14,59,30,64,35,219,120,129
gene_2912,32,11,34,16,41,14,210,84,135
gene_2913,843,331,834,326,736,249,6150,5574,4082
gene_2914,2432,1029,3098,1308,3222,994,18731,9866,12478
gene_2915,740,383,713,315,747,266,2695,1726,1828
gene_2916,582,193,548,248,789,232,1801,1075,1115
gene_2917,6074,2734,4951,2162,2839,1051,2950,2642,1835
gene_2918,44,18,55,21,59,23,151,134,115
gene_2919,418,189,442,218,564,143,817,506,662
gene_2920,26,9,32,13,50,11,304,197,190
gene_2921,845,344,1257,443,999,299,6106,4095,4958
gene_2922,3393,1473,3660,1350,4946,1773,12667,8076,9021
gene_2923,5,0,5,0,7,0,48,38,25
gene_2925,367,195,414,192,387,125,1585,866,966
gene_2926,12,0,0,0,8,0,9,4,24
gene_2928,29524,12737,36514,14658,37046,12327,237037,183775,184045
gene_2929,918,395,1015,390,961,296,4594,2776,3154
gene_2930,2938,1297,2523,1041,1356,457,3688,2396,2624
gene_2932,24,0,36,7,27,6,163,70,96
gene_2933,12,0,0,0,7,0,44,19,11
gene_2935,182,61,175,67,154,49,649,357,453
gene_2936,4679,2008,6222,2600,5836,1769,29368,19106,21083
gene_2937,709,300,910,411,978,357,2323,1603,1694
gene_2938,5124,2410,4418,1622,3329,1279,7518,4727,5610
gene_2939,1353,641,1689,710,3028,1118,5296,4750,3930
gene_2940,471,263,400,155,413,134,2063,1093,1101
gene_2942,2287,1164,2837,1036,3051,1056,17096,11024,11856
gene_2943,291,121,234,84,196,49,637,417,405
gene_2944,122,69,224,87,340,106,1633,949,1024
gene_2945,4895,2078,4979,2115,5787,1893,18296,10154,13190
gene_2946,36,9,30,18,11,6,56,26,70
gene_2947,2028,937,2051,859,952,337,5072,3434,3678
gene_2948,1365,577,1541,660,1452,517,11026,6281,7355
gene_2949,1058,390,1014,455,1109,341,4298,2719,3015
gene_2950,1047,414,1145,436,813,279,5039,3376,3750
gene_2951,4357,2107,5740,2511,7985,2879,14939,12804,10330
gene_2952,716,364,758,316,722,262,5278,3367,3509
gene_2953,8141,3339,10749,4437,17610,5965,63386,42116,49603
gene_2954,457,193,406,151,261,98,1248,651,787
gene_2955,369,131,538,178,666,215,1803,992,1322
gene_2956,340,154,445,183,709,242,1169,669,625
gene_2957,7,4,2,3,0,0,11,8,11
gene_2958,606,282,674,295,460,156,2558,1559,1644
gene_2959,663,284,640,292,701,253,3164,2118,2069
gene_2960,52,20,35,19,35,14,126,55,92
gene_2961,113,47,80,31,196,54,430,233,328
gene_2962,629,243,712,274,868,304,2445,1724,1770
gene_2963,21,16,76,29,87,20,410,176,267
gene_2964,2044,954,1670,739,1243,403,2842,1752,1834
gene_2965,4636,2151,4628,2075,5278,2028,28571,15768,19478
gene_2966,349,152,349,180,204,71,1184,925,816
gene_2967,322,100,233,97,162,49,1915,1381,1194
gene_2968,1322,571,1147,440,986,317,6611,5253,4044
gene_2969,476,161,401,154,347,118,2103,1241,1392
gene_2970,1968,834,2969,1164,4236,1380,12999,7939,9530
gene_2971,1105,558,1440,592,1964,655,12442,7350,8666
gene_2972,987,392,931,307,1178,369,4472,2874,2981
gene_2974,304,115,371,144,506,166,1826,743,865
gene_2975,6333,2729,6757,2807,7697,2279,23215,14240,18071
gene_2976,3435,1499,3358,1552,4084,1420,14893,9686,9367
gene_2977,564,295,506,244,538,139,2379,1749,1646
gene_2978,149,64,88,38,135,44,841,591,548
gene_2979,99,27,114,48,164,73,672,483,569
gene_2980,1094,461,1306,521,1623,502,5150,2922,3556
gene_2981,681,354,829,440,1157,386,2370,1851,1804
gene_2982,1907,897,1758,654,2294,751,10175,7949,6969
gene_2983,448,220,572,234,1144,377,1215,1541,836
gene_2985,12,2,13,6,9,6,52,28,40
gene_2987,2176,880,2839,1206,3977,1275,12213,8519,9645
gene_2989,1682,808,2240,1005,3047,934,13305,7961,9912
gene_2990,493,251,674,301,536,204,2842,2194,1896
gene_2991,533,255,399,147,444,138,986,728,691
gene_2992,20954,9047,16287,6426,14715,4747,95275,55256,65120
gene_2993,773,347,857,385,801,315,8828,6559,5190
gene_2994,4011,1648,3999,1701,4469,1525,28549,17080,19736
gene_2995,457,166,415,174,473,110,2678,1538,1580
gene_2996,3046,1280,3751,1445,3995,1363,22329,12296,16326
gene_2997,680,329,704,299,715,192,3034,2151,2548
gene_2998,19,10,17,5,13,4,47,32,33
gene_3000,86,51,79,29,72,16,358,248,243
gene_3001,4031,1851,3647,1387,3158,975,19350,11455,13620
gene_3002,1876,811,2470,924,2804,809,10078,5939,7314
gene_3003,408,170,426,166,247,86,1148,641,884
gene_3004,1281,591,1735,702,2048,696,5417,4157,4316
gene_3005,77,50,111,41,140,71,520,268,294
gene_3006,1019,434,995,414,1139,376,4503,3102,3212
gene_3007,162,101,198,61,394,154,852,384,352
gene_3008,638,324,952,335,1083,345,4924,2830,3541
gene_3009,231,122,293,152,399,120,1904,1040,1330
gene_3010,51,19,49,21,60,15,228,158,147
gene_3011,760,331,779,293,925,417,3067,1759,2077
gene_3013,28,13,13,0,25,3,161,103,97
gene_3015,276,171,344,177,319,105,1936,1360,1344
gene_3016,2598,1104,1652,719,1498,564,3608,2194,2374
gene_3017,1654,681,2070,815,1859,701,6917,4285,4743
gene_3018,5,0,4,0,0,0,0,2,4
gene_3019,1033,451,1113,403,1006,309,4276,2696,3394
gene_3021,324,142,315,117,225,85,614,470,505
gene_3022,1514,642,2019,962,3088,1071,6567,6220,4674
gene_3023,1009,426,1025,360,1025,315,5479,3493,3888
gene_3024,6,4,7,0,0,0,22,6,23
gene_3025,5,0,0,0,12,10,15,9,27
gene_3026,233,126,311,137,479,189,1731,797,1005
gene_3027,438,250,663,276,860,257,3943,2096,2767
gene_3028,15064,6461,18352,7478,21176,7085,92276,57057,68473
gene_3029,73,40,69,21,47,19,178,104,62
gene_3030,30,28,56,17,47,13,203,119,119
gene_3031,1050,480,1231,508,1271,451,4669,2867,3338
gene_3032,3481,1687,3845,1574,4015,1317,20859,15033,14310
gene_3033,3364,1425,4531,1830,5324,1983,24758,17674,18517
gene_3034,2934,1357,2493,1070,2458,803,8093,5332,6009
gene_3036,688,244,710,284,872,290,3622,1955,2366
gene_3037,4901,2403,5634,2346,6384,2177,33677,16363,22209
gene_3038,1712,727,1415,570,517,163,1540,998,963
gene_3039,217,89,240,106,170,40,937,591,700
gene_3040,92,58,146,51,53,28,356,141,198
gene_3041,44251,18616,56495,23145,72142,25501,394505,199643,280573
gene_3042,590,271,531,210,500,180,3465,1921,2198
gene_3043,1751,795,1307,570,1350,486,3766,2662,2665
gene_3044,8197,3442,10132,4189,16236,5724,52460,29805,38751
gene_3045,17733,6946,17919,6837,23360,7368,70582,44463,46122
gene_3046,1491,688,1359,517,1266,436,5417,2900,3651
gene_3047,79,27,123,40,132,43,1243,602,632
gene_3048,299,126,258,81,305,99,877,592,584
gene_3049,95,38,85,63,89,42,436,246,296
gene_3050,690,317,780,318,1139,448,2732,2486,1743
gene_3051,1203,414,1192,472,1418,412,4343,2865,2890
gene_3052,1251,533,872,394,764,224,2706,1734,1778
gene_3053,2551,985,4943,1970,6737,2256,54540,37958,50473
gene_3054,78,44,120,40,93,54,233,198,187
gene_3055,1013,423,1145,545,1022,287,7394,4560,5156
gene_3056,447,192,426,183,397,152,1949,919,1184
gene_3057,5,0,5,4,6,3,12,0,10
gene_3058,699,334,818,299,807,246,3426,1950,2687
gene_3059,1882,781,2171,835,2154,703,10496,6162,7089
gene_3061,628,289,891,326,836,265,5511,3008,3796
gene_3062,14,0,4,0,5,0,32,11,26
gene_3063,207,86,132,52,85,17,345,220,245
gene_3064,11,3,8,11,15,2,72,32,56
gene_3065,212,89,226,107,236,76,796,450,587
gene_3066,1157,426,1174,421,1023,363,4441,3037,3558
gene_3067,1341,597,1217,523,1080,370,2901,2029,2048
gene_3068,105,20,103,47,97,29,78,64,64
gene_3069,55,44,70,29,124,27,990,878,660
gene_3070,3,11,9,5,3,0,45,14,25
gene_3071,54,13,37,19,43,26,362,187,152
gene_3072,41,32,30,22,75,23,362,155,74
gene_3073,980,422,875,431,898,256,3756,2478,2628
gene_3074,954,479,828,335,944,311,1486,1100,1068
gene_3075,427,175,463,193,558,205,2555,1455,1676
gene_3076,394,188,480,247,428,190,1764,1105,1238
gene_3077,638,345,645,257,852,257,1596,1597,1074
gene_3078,85,61,122,50,120,51,677,272,431
gene_3079,37,8,31,11,42,16,109,106,88
gene_3080,247,133,320,130,440,167,876,626,671
gene_3081,295,146,362,134,549,136,1721,895,1056
gene_3082,122,68,156,52,184,69,735,441,531
gene_3083,3,1,16,3,32,2,76,22,27
gene_3084,459,228,458,224,511,209,2518,1831,1676
gene_3085,3822,1726,4032,1602,4127,1366,42736,25428,30366
gene_3086,352,133,379,166,503,195,961,642,509
gene_3087,141,93,173,71,202,50,1015,785,725
gene_3088,330,129,322,184,359,137,1657,1168,1048
gene_3089,94,40,130,68,170,65,479,212,288
gene_3091,277,120,291,133,361,101,1054,634,672
gene_3092,731,313,965,341,1200,449,2468,1698,1526
gene_3093,31,30,26,21,65,19,172,106,95
gene_3094,1603,726,1412,540,1292,433,6572,3892,4543
gene_3095,3955,1674,4989,1915,6296,2156,23002,13136,16100
gene_3096,283,100,242,72,237,86,1133,752,773
gene_3097,1039,578,1169,500,1081,433,3790,2081,2512
gene_3098,407,163,357,135,342,128,1754,1121,1193
gene_3099,31,16,45,21,37,27,180,106,120
gene_3100,3464,1561,3550,1495,5277,1799,8619,6229,6067
gene_3101,94,29,78,34,89,24,591,566,445
gene_3102,12,9,25,5,10,0,231,120,177
gene_3103,195,88,182,93,207,58,1114,699,925
gene_3104,1415,569,1405,598,602,242,1202,984,824
gene_3105,716,273,952,285,1114,337,4364,2870,3401
gene_3108,344,145,372,111,420,150,1259,842,785
gene_3109,16,36,25,9,52,18,107,65,58
gene_3110,3152,1350,3862,1511,4601,1599,24619,14240,19322
gene_3111,1946,865,2191,877,5105,1667,15450,8856,7900
gene_3112,277,102,403,143,517,221,3951,1982,2372
gene_3114,2393,956,2356,995,2191,628,11770,6839,8348
gene_3115,1587,716,1401,549,1273,450,5572,3528,3973
gene_3116,55,12,74,20,90,54,164,155,97
gene_3117,402,174,593,221,892,267,3257,1844,2253
gene_3118,381,207,387,162,284,100,1387,913,1017
gene_3119,6,0,0,0,0,0,4,4,8
gene_3120,2,0,0,0,0,0,2,7,0
gene_3121,832,329,820,322,1138,295,5290,3313,3964
gene_3122,760,434,844,377,1395,479,3312,2257,2253
gene_3123,343,124,343,145,278,101,1510,1058,915
gene_3124,188,116,227,104,222,90,1386,661,838
gene_3125,281,144,186,64,163,70,157,149,113
gene_3126,598,253,796,347,1054,309,5321,3114,3657
gene_3127,744,331,839,312,825,233,4474,2419,3256
gene_3128,86,75,211,91,203,56,1638,963,1151
gene_3129,18,9,17,5,8,2,21,41,27
gene_3130,93197,43343,86268,37906,44013,16233,116642,93614,92626
gene_3131,31,23,39,15,35,7,140,80,75
gene_3132,4425,1892,6606,2769,8544,2680,30397,19925,22482
gene_3133,2033,838,2613,1042,3236,1055,12365,7489,9287
gene_3134,374,149,405,143,280,95,2052,884,1332
gene_3135,3002,1399,2694,1041,2454,702,13577,9346,9347
gene_3136,4,3,0,0,0,0,3,3,3
gene_3137,44,20,67,38,104,25,363,179,197
gene_3138,10,4,50,17,45,10,239,120,78
gene_3139,869,350,1088,474,950,314,6611,3687,4330
gene_3140,598,302,630,306,683,168,2379,1331,1592
gene_3141,39,17,50,7,48,18,69,70,76
gene_3143,1025,507,880,404,1269,469,2038,1551,1260
gene_3144,530,245,672,276,688,256,2594,2064,1856
gene_3145,1481,662,949,373,783,245,1751,1396,1021
gene_3146,139,78,186,56,107,40,703,707,490
gene_3147,2138,860,2231,918,2090,685,14316,9107,9606
gene_3148,317,134,348,133,344,96,1741,1391,1136
gene_3149,150,89,132,69,165,33,1059,562,611
gene_3150,1210,554,1591,709,1910,755,9528,5469,6398
gene_3151,20702,9340,15169,6480,7982,3202,8269,6731,6135
gene_3152,728,330,959,419,1309,521,3443,2397,2224
gene_3153,15296,7062,19441,8261,21932,7845,149974,91492,107690
gene_3154,4096,1877,4884,1952,7013,2368,25000,15457,17697
gene_3155,539,215,444,187,446,126,541,413,409
gene_3156,25,4,13,6,17,4,18,27,31
gene_3157,12,6,15,0,9,15,5,10,17
gene_3158,3,2,12,11,22,9,27,17,10
gene_3159,1524,873,1302,658,809,288,2769,1745,1734
gene_3160,1052,455,1172,501,999,336,7014,5405,5577
gene_3161,773,331,844,316,950,307,1926,1390,1251
gene_3162,1703,756,1523,609,1408,518,4654,2368,2911
gene_3163,54,21,52,13,52,27,206,152,146
gene_3164,527,244,574,197,703,204,3011,1927,2118
gene_3165,3321,1370,3555,1447,3403,1073,14716,8491,10608
gene_3166,3,0,6,0,13,0,41,6,11
gene_3167,1468,592,1437,557,1841,671,5636,3195,3969
gene_3168,309,129,256,117,159,74,829,522,581
gene_3169,2545,1083,3162,1273,3888,1361,12687,10460,8666
gene_3170,19,10,2,2,12,4,37,41,18
gene_3171,18,12,6,7,26,4,87,48,60
gene_3172,8316,3741,6357,2715,6402,2191,20216,15523,14192
gene_3173,615,226,777,356,919,342,3410,2774,2161
gene_3174,76,26,84,33,153,44,827,490,533
gene_3175,417,175,430,209,435,134,2018,1285,1382
gene_3176,1086,471,1323,525,1690,567,7612,5049,5398
gene_3177,943,435,988,419,1163,391,3839,2625,2820
gene_3178,2108,816,2609,1166,2999,983,17594,10187,12275
gene_3179,905,448,784,343,349,159,2015,987,1349
gene_3180,303,182,410,167,533,219,1500,1052,1183
gene_3181,23,22,27,10,45,19,113,96,79
gene_3182,100,43,141,46,111,50,338,202,251
gene_3183,18,8,8,5,19,12,129,79,58
gene_3184,74,20,46,14,48,15,302,206,250
gene_3185,3475,1625,4113,1602,2815,965,26284,18128,19136
gene_3186,627,269,706,282,871,208,3113,2047,2100
gene_3187,4283,2125,4178,1939,6246,2175,11838,8454,9220
gene_3188,273,114,376,161,680,180,1110,744,830
gene_3189,563,218,540,217,609,169,2353,1481,1562
gene_3190,1066,422,1330,451,1283,434,5164,3429,3926
gene_3192,943,440,1066,386,908,309,2509,1902,1698
gene_3193,5541,2477,6446,2808,6640,2327,77873,53058,53961
gene_3194,121,44,100,51,152,34,1086,611,767
gene_3195,1265,586,1416,627,1632,508,10314,8078,7316
gene_3196,774,316,951,347,1150,316,6663,4294,4567
gene_3197,489,174,509,154,397,118,1713,1411,1238
gene_3198,640,255,593,226,580,183,3160,2083,1914
gene_3199,2701,1130,1995,860,1985,720,9916,8040,6770
gene_3200,998,501,1562,653,1661,600,10519,8088,6686
gene_3201,242,144,275,104,272,85,1038,735,692
gene_3202,1545,700,1542,666,1610,581,6953,4759,5536
gene_3203,82,50,94,48,23,3,67,97,68
gene_3205,181,89,203,45,173,82,1164,672,879
gene_3207,66,22,57,19,47,23,61,43,45
gene_3208,409,185,529,233,520,145,1488,778,1057
gene_3209,1054,516,1076,364,510,176,1525,869,964
gene_3211,37,37,90,25,104,24,670,284,422
gene_3212,33566,15649,24696,10848,14779,5501,42492,34532,32231
gene_3213,2265,1129,2378,971,2491,902,10981,6499,7022
gene_3214,231,110,309,114,346,122,923,557,670
gene_3215,553,208,540,203,634,190,1773,1162,1224
gene_3216,911,465,1157,414,1569,447,4588,2485,3595
gene_3217,22326,10627,19250,8796,17030,6918,24804,23975,17380
gene_3218,38,18,47,22,35,12,205,102,130
gene_3219,66,38,70,27,152,51,795,280,298
gene_3220,58,17,62,17,35,9,386,306,268
gene_3221,1421,613,1325,604,1914,716,5498,4427,3469
gene_3222,102,43,71,20,61,28,192,72,125
gene_3223,734,319,801,388,995,359,4546,2969,3332
gene_3224,315,92,262,132,382,145,804,453,569
gene_3225,522,236,681,273,424,148,2972,1496,1864
gene_3226,8,9,18,5,7,1,38,43,31
gene_3227,2917,1244,2499,996,2220,701,9375,6123,6585
gene_3228,42446,19653,37717,17119,36273,13369,130936,91844,97401
gene_3229,6324,2740,6086,2515,7231,2210,109621,68010,76801
gene_3230,5622,2410,4500,1937,4333,1416,23438,13914,15739
gene_3231,8443,3802,5978,2688,3216,1121,14638,11776,9758
gene_3232,947,386,1308,591,1025,387,5735,4288,3946
gene_3233,211,109,287,126,255,78,1056,734,653
gene_3234,434,174,590,241,680,273,3611,2296,2588
gene_3235,407,206,489,237,357,163,2032,1230,1342
gene_3236,332,160,380,138,401,100,2601,1670,1695
gene_3237,632,270,876,390,1054,379,6864,5039,4471
gene_3238,46,16,26,0,32,10,161,72,65
gene_3239,187,78,188,80,103,38,407,275,306
gene_3240,71014,30464,84608,34771,95519,32412,693197,469107,479241
gene_3241,731,320,879,343,854,275,6355,4590,4932
gene_3244,6,0,6,2,0,6,20,14,21
gene_3245,11,5,36,9,15,0,91,87,63
gene_3246,15,5,10,8,17,5,157,60,61
gene_3247,8,5,15,5,7,2,197,65,45
gene_3248,2830,1119,2596,1066,3274,1132,5803,3452,3694
gene_3249,59,30,105,48,167,40,360,259,302
gene_3250,880,434,987,404,1054,450,5286,4018,4284
gene_3251,26,8,49,14,59,27,775,366,415
gene_3252,17,6,12,0,10,0,28,30,15
gene_3253,5,1,6,0,9,4,60,19,27
gene_3254,96,58,79,48,112,34,590,479,468
gene_3255,190,68,217,78,182,82,1205,741,876
gene_3256,1705,772,1780,711,1811,702,6046,3904,4270
gene_3257,109,54,151,58,253,72,1217,712,795
gene_3258,58,14,57,30,74,25,331,157,195
gene_3259,70,28,52,32,60,11,325,187,182
gene_3260,45,10,36,10,44,8,217,171,163
gene_3261,4,0,0,4,0,0,19,15,13
gene_3262,1042,499,1558,604,2514,885,6134,4082,4614
gene_3263,4426,2107,3611,1449,1870,623,8399,5001,5712
gene_3264,57,23,75,15,83,45,155,96,222
gene_3265,21,7,13,8,30,3,70,42,38
gene_3266,3,0,0,0,0,0,0,0,4
gene_3268,108,46,96,34,71,26,446,276,414
gene_3269,340,118,288,122,291,75,1047,691,737
gene_3270,92,45,91,38,90,25,515,309,384
gene_3271,17,12,7,13,5,1,37,11,9
gene_3272,183,85,203,70,101,56,773,451,604
gene_3273,11,5,28,7,30,14,176,81,106
gene_3274,82,37,79,11,52,16,175,117,138
gene_3275,39,40,38,14,97,38,181,97,115
gene_3276,2099,834,2281,920,2279,735,15626,11877,10398
gene_3277,792,368,767,284,576,141,2284,1615,1864
gene_3278,1193,559,793,379,746,245,1425,781,854
gene_3279,327,154,338,165,494,181,2014,1307,1442
gene_3281,340,138,372,103,485,184,2256,1309,1646
gene_3282,48,13,32,25,24,8,122,141,62
gene_3283,80,27,84,35,85,32,708,384,469
gene_3284,188,89,187,61,128,42,891,474,670
gene_3285,46,8,38,26,24,12,88,81,66
gene_3286,2297,1037,2089,794,1758,537,32200,17656,21733
gene_3287,461,143,367,171,464,164,2921,2114,1775
gene_3288,351,136,309,143,197,44,708,310,388
gene_3289,781,330,853,380,1184,317,3490,1870,2512
gene_3290,5608,2521,4658,2111,4394,1513,15711,10201,10693
gene_3291,1207,544,901,366,557,223,2485,1866,1654
gene_3292,1151,478,1236,492,1891,631,2251,1209,1739
gene_3293,12,15,22,14,18,12,102,32,38
gene_3294,155,58,162,71,170,32,617,422,382
gene_3295,4,6,4,3,2,3,34,38,13
gene_3296,75,25,36,20,12,7,29,40,10
gene_3298,261,135,348,114,249,96,870,653,628
gene_3299,178,78,280,101,349,114,1402,782,1054
gene_3300,80,35,66,38,129,30,479,282,245
gene_3301,328,155,410,170,272,64,2145,1113,1309
gene_3303,295,149,424,165,505,195,2398,1440,1347
gene_3304,41,20,54,8,46,0,348,301,221
gene_3305,7,0,0,0,0,0,6,0,0
gene_3308,172,63,170,56,110,36,820,652,632
gene_3312,12,13,31,19,23,10,87,50,71
gene_3313,14,4,27,14,15,0,186,150,131
gene_3314,39,12,40,16,26,17,175,67,121
gene_3317,1383,552,1247,474,965,294,3512,2056,2504
gene_3318,72,46,102,23,112,27,515,391,401
gene_3319,2216,981,2448,844,2859,906,7708,4382,5807
gene_3320,9,0,3,10,12,0,8,8,12
gene_3321,10,0,18,8,37,6,128,82,62
gene_3322,11,3,12,5,18,0,50,43,40
gene_3323,7,0,0,6,0,0,37,20,25
gene_3324,15,9,7,7,8,13,60,39,73
gene_3326,66,28,89,29,80,15,195,144,188
gene_3327,520,149,598,202,638,278,2571,1463,1597
gene_3328,218,88,213,84,343,95,1152,540,646
gene_3329,1268,641,1180,516,1752,601,5967,3333,4165
gene_3330,45,17,39,8,58,17,349,170,200
gene_3331,124,68,155,80,235,98,1268,752,926
gene_3332,467,182,591,274,630,230,27364,22904,20025
gene_3333,559,233,846,305,1079,354,4617,2639,3122
gene_3335,88,60,119,49,108,44,450,247,350
gene_3337,28,0,48,23,9,0,28,12,13
gene_3338,3712,1792,4804,1945,5267,1721,15716,11773,12368
gene_3340,50,25,43,25,85,23,492,220,228
gene_3342,15,21,35,0,53,45,562,204,187
gene_3343,2583,1075,2166,886,2173,717,9250,6961,6489
gene_4060,13,0,22,18,16,0,78,70,109
gene_4061,3,2,4,5,7,0,13,13,18
gene_4067,0,0,4,4,0,0,7,4,0
